Release,TypeNamespacePrefix,TypeName,QualifiedType,ContentStyle,SimpleStyle,IsMetadata,IsAdapter,IsAugmentation,Keywords,ExampleContent,UsageInfo,Definition,SimpleTypeNamespacePrefix,SimpleTypeName,SimpleQualifiedType,ParentTypeNamespacePrefix,ParentTypeName,ParentQualifiedType
5.2,mmucc,FirstConditionCrashCodeType,mmucc:FirstConditionCrashCodeType,CSC,atomic,0,0,0,,,,A data type for any relevant condition of the individual (motorist or non-motorist) that is directly related to the crash.,mmucc,FirstConditionCrashCodeSimpleType,mmucc:FirstConditionCrashCodeSimpleType,,,
5.2,mmucc,HazMatCargoReleaseCodeSimpleType,mmucc:HazMatCargoReleaseCodeSimpleType,S,atomic,0,0,0,,,Hazardous materials that were released from the cargo compartment should be documented whether or not the motor vehicle displayed a placard.,A data type for an indication that a motor vehicle had a hazardous materials placard as required by federal/state regulations.,xs,token,xs:token,,,
5.2,mmucc,HazMatCargoReleaseCodeType,mmucc:HazMatCargoReleaseCodeType,CSC,,0,0,0,,,Hazardous materials that were released from the cargo compartment should be documented whether or not the motor vehicle displayed a placard.,A data type for an indication that a motor vehicle had a hazardous materials placard as required by federal/state regulations.,mmucc,HazMatCargoReleaseCodeSimpleType,mmucc:HazMatCargoReleaseCodeSimpleType,,,
5.2,mmucc,InformationSourceCodeSimpleType,mmucc:InformationSourceCodeSimpleType,S,atomic,0,0,0,,,,A data type for an affiliation of the person completing the crash report such as Source of Information,xs,token,xs:token,,,
5.2,mmucc,InformationSourceCodeType,mmucc:InformationSourceCodeType,CSC,,0,0,0,,,,A data type for an affiliation of the person completing the crash report such as Source of Information,mmucc,InformationSourceCodeSimpleType,mmucc:InformationSourceCodeSimpleType,,,
5.2,mmucc,InjuredTransportationSourceCodeSimpleType,mmucc:InjuredTransportationSourceCodeSimpleType,S,atomic,0,0,0,,,,A data type for a kind of transport to the medical facility receiving the patient.,xs,token,xs:token,,,
5.2,mmucc,InjuredTransportationSourceCodeType,mmucc:InjuredTransportationSourceCodeType,CSC,,0,0,0,,,,A data type for a kind of transport to the medical facility receiving the patient.,mmucc,InjuredTransportationSourceCodeSimpleType,mmucc:InjuredTransportationSourceCodeSimpleType,,,
5.2,mmucc,IntersectionCategoryCodeSimpleType,mmucc:IntersectionCategoryCodeSimpleType,S,atomic,0,0,0,,,,A data type for an intersection consists of two or more roadways that intersect at the same level.,xs,token,xs:token,,,
5.2,mmucc,IntersectionCategoryCodeType,mmucc:IntersectionCategoryCodeType,CSC,,0,0,0,,,,A data type for an intersection consists of two or more roadways that intersect at the same level.,mmucc,IntersectionCategoryCodeSimpleType,mmucc:IntersectionCategoryCodeSimpleType,,,
5.2,mmucc,ManeuverCodeSimpleType,mmucc:ManeuverCodeSimpleType,S,atomic,0,0,0,,,,A data type for a controlled maneuver for this motor vehicle prior to the beginning of the sequence of events.,xs,token,xs:token,,,
5.2,mmucc,ManeuverCodeType,mmucc:ManeuverCodeType,CSC,,0,0,0,,,,A data type for a controlled maneuver for this motor vehicle prior to the beginning of the sequence of events.,mmucc,ManeuverCodeSimpleType,mmucc:ManeuverCodeSimpleType,,,
5.2,mmucc,MotorCarrierIdentificationCategoryCodeSimpleType,mmucc:MotorCarrierIdentificationCategoryCodeSimpleType,S,atomic,0,0,0,,,,A data type motor carrier identification category,xs,token,xs:token,,,
5.2,mmucc,MotorCarrierIdentificationCategoryCodeType,mmucc:MotorCarrierIdentificationCategoryCodeType,CSC,,0,0,0,,,,A data type motor carrier identification category,mmucc,MotorCarrierIdentificationCategoryCodeSimpleType,mmucc:MotorCarrierIdentificationCategoryCodeSimpleType,,,
5.2,mmucc,MotoristPersonCategoryCodeSimpleType,mmucc:MotoristPersonCategoryCodeSimpleType,S,atomic,0,0,0,,,,A data type for a motorist person category code.,xs,token,xs:token,,,
5.2,mmucc,MotoristPersonCategoryCodeType,mmucc:MotoristPersonCategoryCodeType,CSC,,0,0,0,,,,A data type for a motorist person category code.,mmucc,MotoristPersonCategoryCodeSimpleType,mmucc:MotoristPersonCategoryCodeSimpleType,,,
5.2,mmucc,NA-No-Yes-NR-CodeSimpleType,mmucc:NA-No-Yes-NR-CodeSimpleType,S,atomic,0,0,0,,,,"A data type for standard selection codes as yes, no, unknown.",xs,token,xs:token,,,
5.2,mmucc,NA-No-Yes-NR-CodeType,mmucc:NA-No-Yes-NR-CodeType,CSC,,0,0,0,,,,"A data type for standard selection codes as yes, no, unknown.",mmucc,NA-No-Yes-NR-CodeSimpleType,mmucc:NA-No-Yes-NR-CodeSimpleType,,,
5.2,mmucc,NonMotoristActionBeforeCrashCodeSimpleType,mmucc:NonMotoristActionBeforeCrashCodeSimpleType,S,atomic,0,0,0,,,,A data type for an action of the non-motorist prior to the crash.,xs,token,xs:token,,,
5.2,mmucc,NonMotoristActionBeforeCrashCodeType,mmucc:NonMotoristActionBeforeCrashCodeType,CSC,,0,0,0,,,,A data type for an action of the non-motorist prior to the crash.,mmucc,NonMotoristActionBeforeCrashCodeSimpleType,mmucc:NonMotoristActionBeforeCrashCodeSimpleType,,,
5.2,mmucc,NonMotoristContributingCircumstancesCodeSimpleType,mmucc:NonMotoristContributingCircumstancesCodeSimpleType,S,atomic,0,0,0,,,,A data type for actions that the non-motorist was undertaking at the time of the crash.,xs,token,xs:token,,,
5.2,mmucc,NonMotoristContributingCircumstancesCodeType,mmucc:NonMotoristContributingCircumstancesCodeType,CSC,,0,0,0,,,,A data type for actions that the non-motorist was undertaking at the time of the crash.,mmucc,NonMotoristContributingCircumstancesCodeSimpleType,mmucc:NonMotoristContributingCircumstancesCodeSimpleType,,,
5.2,mmucc,NonMotoristLocationCodeSimpleType,mmucc:NonMotoristLocationCodeSimpleType,S,atomic,0,0,0,,,,A data type for a non-motorists location with respect to the roadway at the time of the crash.,xs,token,xs:token,,,
5.2,mmucc,NonMotoristLocationCodeType,mmucc:NonMotoristLocationCodeType,CSC,,0,0,0,,,,A data type for a non-motorists location with respect to the roadway at the time of the crash.,mmucc,NonMotoristLocationCodeSimpleType,mmucc:NonMotoristLocationCodeSimpleType,,,
5.2,mmucc,NonMotoristPersonCategoryCodeSimpleType,mmucc:NonMotoristPersonCategoryCodeSimpleType,S,atomic,0,0,0,,,,A data type for a kind of Non-Motorist involved in a Traffic Accident.,xs,token,xs:token,,,
5.2,mmucc,NonMotoristPersonCategoryCodeType,mmucc:NonMotoristPersonCategoryCodeType,CSC,,0,0,0,,,,A data type for a kind of Non-Motorist involved in a Traffic Accident.,mmucc,NonMotoristPersonCategoryCodeSimpleType,mmucc:NonMotoristPersonCategoryCodeSimpleType,,,
5.2,mmucc,NonMotoristSafetyEquipmentCodeSimpleType,mmucc:NonMotoristSafetyEquipmentCodeSimpleType,S,atomic,0,0,0,,,,A data type for safety equipment(s) used by the non-motorist.,xs,token,xs:token,,,
5.2,mmucc,NonMotoristSafetyEquipmentCodeType,mmucc:NonMotoristSafetyEquipmentCodeType,CSC,,0,0,0,,,,A data type for safety equipment(s) used by the non-motorist.,mmucc,NonMotoristSafetyEquipmentCodeSimpleType,mmucc:NonMotoristSafetyEquipmentCodeSimpleType,,,
5.2,mmucc,OccupantAirBagDeployedCodeSimpleType,mmucc:OccupantAirBagDeployedCodeSimpleType,S,atomic,0,0,0,,,,A data type for deployment status of an air bag relative to the position in the vehicle for this occupant.,xs,token,xs:token,,,
5.2,mmucc,OccupantAirBagDeployedCodeType,mmucc:OccupantAirBagDeployedCodeType,CSC,,0,0,0,,,,A data type for deployment status of an air bag relative to the position in the vehicle for this occupant.,mmucc,OccupantAirBagDeployedCodeSimpleType,mmucc:OccupantAirBagDeployedCodeSimpleType,,,
5.2,mmucc,OccupantEjectionCodeSimpleType,mmucc:OccupantEjectionCodeSimpleType,S,atomic,0,0,0,,,,"A data type for occupant completely or partially thrown from the interior of the motor vehicle, excluding motorcycles, as a result of a crash.",xs,token,xs:token,,,
5.2,mmucc,OccupantEjectionCodeType,mmucc:OccupantEjectionCodeType,CSC,,0,0,0,,,,"A data type for occupant completely or partially thrown from the interior of the motor vehicle, excluding motorcycles, as a result of a crash.",mmucc,OccupantEjectionCodeSimpleType,mmucc:OccupantEjectionCodeSimpleType,,,
5.2,mmucc,OccupantProtectionSystemMotorcycleHelmetUseCodeSimpleType,mmucc:OccupantProtectionSystemMotorcycleHelmetUseCodeSimpleType,S,atomic,0,0,0,,,,"A data type for the helmet use by a motorcyclist, at the time of the crash.",xs,token,xs:token,,,
5.2,mmucc,OccupantProtectionSystemMotorcycleHelmetUseCodeType,mmucc:OccupantProtectionSystemMotorcycleHelmetUseCodeType,CSC,,0,0,0,,,,"A data type for the helmet use by a motorcyclist, at the time of the crash.",mmucc,OccupantProtectionSystemMotorcycleHelmetUseCodeSimpleType,mmucc:OccupantProtectionSystemMotorcycleHelmetUseCodeSimpleType,,,
5.2,mmucc,OccupantProtectionSystemUseCodeSimpleType,mmucc:OccupantProtectionSystemUseCodeSimpleType,S,atomic,0,0,0,,,,"A data type for the restraint equipment in use by the occupant, or the helmet use by a motorcyclist, at the time of the crash.",xs,token,xs:token,,,
5.2,mmucc,OccupantProtectionSystemUseCodeType,mmucc:OccupantProtectionSystemUseCodeType,CSC,,0,0,0,,,,"A data type for the restraint equipment in use by the occupant, or the helmet use by a motorcyclist, at the time of the crash.",mmucc,OccupantProtectionSystemUseCodeSimpleType,mmucc:OccupantProtectionSystemUseCodeSimpleType,,,
5.2,mmucc,OccupantSeatCodeSimpleType,mmucc:OccupantSeatCodeSimpleType,S,atomic,0,0,0,,,,A data type for the occupants seat in the motor vehicle prior to the first event in the sequence of events.,xs,token,xs:token,,,
5.2,mmucc,OccupantSeatCodeType,mmucc:OccupantSeatCodeType,CSC,,0,0,0,,,,A data type for the occupants seat in the motor vehicle prior to the first event in the sequence of events.,mmucc,OccupantSeatCodeSimpleType,mmucc:OccupantSeatCodeSimpleType,,,
5.2,mmucc,OccupantSeatOtherLocationCodeSimpleType,mmucc:OccupantSeatOtherLocationCodeSimpleType,S,atomic,0,0,0,,,,A data type for the location of the vehicle occupant prior to the first event in the sequence of events.,xs,token,xs:token,,,
5.2,mmucc,OccupantSeatOtherLocationCodeType,mmucc:OccupantSeatOtherLocationCodeType,CSC,,0,0,0,,,,A data type for the location of the vehicle occupant prior to the first event in the sequence of events.,mmucc,OccupantSeatOtherLocationCodeSimpleType,mmucc:OccupantSeatOtherLocationCodeSimpleType,,,
5.2,mmucc,OccupantSeatRowCodeSimpleType,mmucc:OccupantSeatRowCodeSimpleType,S,atomic,0,0,0,,,,A data type for the occupants seat row in the motor vehicle prior to the first event in the sequence of events.,xs,token,xs:token,,,
5.2,mmucc,OccupantSeatRowCodeType,mmucc:OccupantSeatRowCodeType,CSC,,0,0,0,,,,A data type for the occupants seat row in the motor vehicle prior to the first event in the sequence of events.,mmucc,OccupantSeatRowCodeSimpleType,mmucc:OccupantSeatRowCodeSimpleType,,,
5.2,mmucc,PersonInjuryLocationCodeSimpleType,mmucc:PersonInjuryLocationCodeSimpleType,S,atomic,0,0,0,,,,A data type for the primary or most obvious area of the persons body injured during the crash.,xs,token,xs:token,,,
5.2,mmucc,PersonInjuryLocationCodeType,mmucc:PersonInjuryLocationCodeType,CSC,,0,0,0,,,,A data type for the primary or most obvious area of the persons body injured during the crash.,mmucc,PersonInjuryLocationCodeSimpleType,mmucc:PersonInjuryLocationCodeSimpleType,,,
5.2,mmucc,PersonInjuryStatusCodeSimpleType,mmucc:PersonInjuryStatusCodeSimpleType,S,atomic,0,0,0,,,,A data type for the injury severity level for a person involved in crash.,xs,token,xs:token,,,
5.2,mmucc,PersonInjuryStatusCodeType,mmucc:PersonInjuryStatusCodeType,CSC,atomic,0,0,0,,,,A data type for the injury severity level for a person involved in crash.,mmucc,PersonInjuryStatusCodeSimpleType,mmucc:PersonInjuryStatusCodeSimpleType,,,
5.2,mmucc,RoadwayGradeCodeSimpleType,mmucc:RoadwayGradeCodeSimpleType,S,atomic,0,0,0,,,,A data type for the grade characteristics of the roadway in the direction of travel for this vehicle.,xs,token,xs:token,,,
5.2,mmucc,RoadwayGradeCodeType,mmucc:RoadwayGradeCodeType,CSC,,0,0,0,,,,A data type for the grade characteristics of the roadway in the direction of travel for this vehicle.,mmucc,RoadwayGradeCodeSimpleType,mmucc:RoadwayGradeCodeSimpleType,,,
5.2,mmucc,RoadwayHorizontalAlignmentCodeSimpleType,mmucc:RoadwayHorizontalAlignmentCodeSimpleType,S,atomic,0,0,0,,,,A data type for the horizontal geometric or layout and inclination characteristics of the roadway in the direction of travel for this vehicle.,xs,token,xs:token,,,
5.2,mmucc,RoadwayHorizontalAlignmentCodeType,mmucc:RoadwayHorizontalAlignmentCodeType,CSC,,0,0,0,,,,A data type for the horizontal geometric or layout and inclination characteristics of the roadway in the direction of travel for this vehicle.,mmucc,RoadwayHorizontalAlignmentCodeSimpleType,mmucc:RoadwayHorizontalAlignmentCodeSimpleType,,,
5.2,mmucc,SecondConditionCrashCodeSimpleType,mmucc:SecondConditionCrashCodeSimpleType,S,atomic,0,0,0,,,,A data type for any relevant condition of the individual (motorist or non-motorist) that is directly related to the crash.,xs,token,xs:token,,,
5.2,mmucc,SecondConditionCrashCodeType,mmucc:SecondConditionCrashCodeType,CSC,atomic,0,0,0,,,,A data type for any relevant condition of the individual (motorist or non-motorist) that is directly related to the crash.,mmucc,SecondConditionCrashCodeSimpleType,mmucc:SecondConditionCrashCodeSimpleType,,,
5.2,mmucc,SpeedingRelatedCodeSimpleType,mmucc:SpeedingRelatedCodeSimpleType,S,atomic,0,0,0,,,,A data type to indicate whether the investigating officer suspects that the driver involved in the crash was speeding based on verbal or physical evidence and not on speculation alone.,xs,token,xs:token,,,
5.2,mmucc,SpeedingRelatedCodeType,mmucc:SpeedingRelatedCodeType,CSC,atomic,0,0,0,,,,A data type to indicate whether the investigating officer suspects that the driver involved in the crash was speeding based on verbal or physical evidence and not on speculation alone.,mmucc,SpeedingRelatedCodeSimpleType,mmucc:SpeedingRelatedCodeSimpleType,,,
5.2,mmucc,StandardSelectionCodeSimpleType,mmucc:StandardSelectionCodeSimpleType,S,atomic,0,0,0,,,,"A data type for standard selection codes as yes, no, unknown.",xs,token,xs:token,,,
5.2,mmucc,StandardSelectionCodeType,mmucc:StandardSelectionCodeType,CSC,,0,0,0,,,,"A data type for standard selection codes as yes, no, unknown.",mmucc,StandardSelectionCodeSimpleType,mmucc:StandardSelectionCodeSimpleType,,,
5.2,mmucc,TrafficwayDescriptionCodeSimpleType,mmucc:TrafficwayDescriptionCodeSimpleType,S,atomic,0,0,0,,,,A data type for an indication of whether or not the trafficway for this vehicle is divided and whether it serves one-way or two-way traffic.,xs,token,xs:token,,,
5.2,mmucc,TrafficwayDescriptionCodeType,mmucc:TrafficwayDescriptionCodeType,CSC,,0,0,0,,,,A data type for an indication of whether or not the trafficway for this vehicle is divided and whether it serves one-way or two-way traffic.,mmucc,TrafficwayDescriptionCodeSimpleType,mmucc:TrafficwayDescriptionCodeSimpleType,,,
5.2,mmucc,TravelDirectionBeforeCrashCodeSimpleType,mmucc:TravelDirectionBeforeCrashCodeSimpleType,S,atomic,0,0,0,,,"Notice that this is not a compass direction, but a direction consistent with the designated direction of the road.",A data type for the direction of a motor vehicles travel on the roadway before the crash.,xs,token,xs:token,,,
5.2,mmucc,TravelDirectionBeforeCrashCodeType,mmucc:TravelDirectionBeforeCrashCodeType,CSC,,0,0,0,,,"Notice that this is not a compass direction, but a direction consistent with the designated direction of the road.",A data type for the direction of a motor vehicles travel on the roadway before the crash.,mmucc,TravelDirectionBeforeCrashCodeSimpleType,mmucc:TravelDirectionBeforeCrashCodeSimpleType,,,
5.2,mmucc,VehicleBodyCategoryCodeSimpleType,mmucc:VehicleBodyCategoryCodeSimpleType,S,atomic,0,0,0,,,,"A data type for a category indicating the general configuration or shape of a motor vehicle distinguished by characteristics such as number of doors, rows of seats, windows, or roof line.",xs,token,xs:token,,,
5.2,mmucc,VehicleBodyCategoryCodeType,mmucc:VehicleBodyCategoryCodeType,CSC,,0,0,0,,,,"A data type for a category indicating the general configuration or shape of a motor vehicle distinguished by characteristics such as number of doors, rows of seats, windows, or roof line.",mmucc,VehicleBodyCategoryCodeSimpleType,mmucc:VehicleBodyCategoryCodeSimpleType,,,
5.2,mmucc,VehicleBusUseCodeSimpleType,mmucc:VehicleBusUseCodeSimpleType,S,atomic,0,0,0,,,,"A data type describes the common type of bus service this vehicle was being used as at the time of the crash. Buses are any motor vehicle with seats to transport nine (9) or more people, including the driver's seat. This element does not include vans which are owned and operated for personal use.",xs,token,xs:token,,,
5.2,mmucc,VehicleBusUseCodeType,mmucc:VehicleBusUseCodeType,CSC,atomic,0,0,0,,,,"A data type describes the common type of bus service this vehicle was being used as at the time of the crash. Buses are any motor vehicle with seats to transport nine (9) or more people, including the driver's seat. This element does not include vans which are owned and operated for personal use.",mmucc,VehicleBusUseCodeSimpleType,mmucc:VehicleBusUseCodeSimpleType,,,
5.2,mmucc,VehicleCargoBodyCategoryCodeSimpleType,mmucc:VehicleCargoBodyCategoryCodeSimpleType,S,atomic,0,0,0,,,,"A data type for a kind of body for buses and trucks more than 10,000 lbs (4,536 kg) GVWR.",xs,token,xs:token,,,
5.2,mmucc,VehicleCargoBodyCategoryCodeType,mmucc:VehicleCargoBodyCategoryCodeType,CSC,,0,0,0,,,,"A data type for a kind of body for buses and trucks more than 10,000 lbs (4,536 kg) GVWR.",mmucc,VehicleCargoBodyCategoryCodeSimpleType,mmucc:VehicleCargoBodyCategoryCodeSimpleType,,,
5.2,mmucc,VehicleContributingCircumstancesCodeSimpleType,mmucc:VehicleContributingCircumstancesCodeSimpleType,S,atomic,0,0,0,,,,A data type for pre-existing motor vehicle defects or maintenance conditions that may have contributed to the crash.,xs,token,xs:token,,,
5.2,mmucc,VehicleContributingCircumstancesCodeType,mmucc:VehicleContributingCircumstancesCodeType,CSC,,0,0,0,,,,A data type for pre-existing motor vehicle defects or maintenance conditions that may have contributed to the crash.,mmucc,VehicleContributingCircumstancesCodeSimpleType,mmucc:VehicleContributingCircumstancesCodeSimpleType,,,
5.2,mmucc,VehicleDamageCodeSimpleType,mmucc:VehicleDamageCodeSimpleType,S,atomic,0,0,0,,,,"A data type for events in sequence related to this motor vehicle, including both non-collision as well as collision events.",xs,token,xs:token,,,
5.2,mmucc,VehicleDamageCodeType,mmucc:VehicleDamageCodeType,CSC,,0,0,0,,,,"A data type for events in sequence related to this motor vehicle, including both non-collision as well as collision events.",mmucc,VehicleDamageCodeSimpleType,mmucc:VehicleDamageCodeSimpleType,,,
5.2,mmucc,VehicleDamageExtentCodeSimpleType,mmucc:VehicleDamageExtentCodeSimpleType,S,atomic,0,0,0,,,Disabling damage implies damage to the motor vehicle that is sufficient to require the motor vehicle to be towed or carried from the scene.,A data type for an estimation of total damage to motor vehicle from crash.,xs,token,xs:token,,,
5.2,mmucc,VehicleDamageExtentCodeType,mmucc:VehicleDamageExtentCodeType,CSC,,0,0,0,,,Disabling damage implies damage to the motor vehicle that is sufficient to require the motor vehicle to be towed or carried from the scene.,A data type for an estimation of total damage to motor vehicle from crash.,mmucc,VehicleDamageExtentCodeSimpleType,mmucc:VehicleDamageExtentCodeSimpleType,,,
5.2,mmucc,VehicleGrossAndCombinationWeightRatingCodeSimpleType,mmucc:VehicleGrossAndCombinationWeightRatingCodeSimpleType,S,atomic,0,0,0,,,,A data type for the amount recommended by the manufacturer as the upper limit to the operational weight for a motor vehicle and any cargo (human or other) to be carried and the sum of all GVWRs for each unit in a combination unit motor vehicle.,xs,token,xs:token,,,
5.2,mmucc,VehicleGrossAndCombinationWeightRatingCodeType,mmucc:VehicleGrossAndCombinationWeightRatingCodeType,CSC,,0,0,0,,,,A data type for the amount recommended by the manufacturer as the upper limit to the operational weight for a motor vehicle and any cargo (human or other) to be carried and the sum of all GVWRs for each unit in a combination unit motor vehicle.,mmucc,VehicleGrossAndCombinationWeightRatingCodeSimpleType,mmucc:VehicleGrossAndCombinationWeightRatingCodeSimpleType,,,
5.2,mmucc,VehicleTrafficControlDeviceCategoryCodeSimpleType,mmucc:VehicleTrafficControlDeviceCategoryCodeSimpleType,S,atomic,0,0,0,,,,A data type for a kind of traffic control device (TCD) applicable to this motor vehicle at the crash location.,xs,token,xs:token,,,
5.2,mmucc,VehicleTrafficControlDeviceCategoryCodeType,mmucc:VehicleTrafficControlDeviceCategoryCodeType,CSC,,0,0,0,,,,A data type for a kind of traffic control device (TCD) applicable to this motor vehicle at the crash location.,mmucc,VehicleTrafficControlDeviceCategoryCodeSimpleType,mmucc:VehicleTrafficControlDeviceCategoryCodeSimpleType,,,
5.2,mmucc,VehicleUseCodeSimpleType,mmucc:VehicleUseCodeSimpleType,S,atomic,0,0,0,,,,A data type for a kind of special function being served by this vehicle regardless of whether the function is marked on the vehicle.,xs,token,xs:token,,,
5.2,mmucc,VehicleUseCodeType,mmucc:VehicleUseCodeType,CSC,,0,0,0,,,,A data type for a kind of special function being served by this vehicle regardless of whether the function is marked on the vehicle.,mmucc,VehicleUseCodeSimpleType,mmucc:VehicleUseCodeSimpleType,,,
5.2,mmucc,WorkZoneCategoryCodeSimpleType,mmucc:WorkZoneCategoryCodeSimpleType,S,atomic,0,0,0,,,,"A data type for a crash that occurs in or related to a construction, maintenance, or utility work zone and indicates kind of the work zone",xs,token,xs:token,,,
5.2,mmucc,WorkZoneCategoryCodeType,mmucc:WorkZoneCategoryCodeType,CSC,,0,0,0,,,,"A data type for a crash that occurs in or related to a construction, maintenance, or utility work zone and indicates kind of the work zone",mmucc,WorkZoneCategoryCodeSimpleType,mmucc:WorkZoneCategoryCodeSimpleType,,,
5.2,mmucc,WorkZoneCrashLocationCodeSimpleType,mmucc:WorkZoneCrashLocationCodeSimpleType,S,atomic,0,0,0,,,,"A data type for a crash that occurs in or related to a construction, maintenance, or utility work zone.",xs,token,xs:token,,,
5.2,mmucc,WorkZoneCrashLocationCodeType,mmucc:WorkZoneCrashLocationCodeType,CSC,,0,0,0,,,,"A data type for a crash that occurs in or related to a construction, maintenance, or utility work zone.",mmucc,WorkZoneCrashLocationCodeSimpleType,mmucc:WorkZoneCrashLocationCodeSimpleType,,,
5.2,mmucc,WorkZoneWorkersPresenceIndicationCodeSimpleType,mmucc:WorkZoneWorkersPresenceIndicationCodeSimpleType,S,atomic,0,0,0,,,,A data type for the Work Zone Workers Presence,xs,token,xs:token,,,
5.2,mmucc,WorkZoneWorkersPresenceIndicationCodeType,mmucc:WorkZoneWorkersPresenceIndicationCodeType,CSC,,0,0,0,,,,A data type for the Work Zone Workers Presence,mmucc,WorkZoneWorkersPresenceIndicationCodeSimpleType,mmucc:WorkZoneWorkersPresenceIndicationCodeSimpleType,,,
5.2,mo,AbbreviatedNameSimpleType,mo:AbbreviatedNameSimpleType,S,atomic,0,0,0,,,,A data type for a shortened name.,xs,token,xs:token,,,
5.2,mo,AbbreviatedNameType,mo:AbbreviatedNameType,CSC,atomic,0,0,0,,,,A data type for a shortened name.,mo,AbbreviatedNameSimpleType,mo:AbbreviatedNameSimpleType,,,
5.2,mo,AccessLevelCodeSimpleType,mo:AccessLevelCodeSimpleType,S,atomic,0,0,0,,,,A data type for the level of access a cyber weapon requires.,xs,string,xs:string,,,
5.2,mo,AccessLevelCodeType,mo:AccessLevelCodeType,CSC,atomic,0,0,0,,,,A data type for the level of access a cyber weapon requires.,mo,AccessLevelCodeSimpleType,mo:AccessLevelCodeSimpleType,,,
5.2,mo,AffiliationType,mo:AffiliationType,CCC,,0,0,0,,,,A data type for an affiliation.,,,,,,
5.2,mo,AimpointType,mo:AimpointType,CCC,,0,0,0,,,,A data type for a point associated with a target and assigned for a specific weapon impact.,,,,,,
5.2,mo,AircraftTargetAssociationType,mo:AircraftTargetAssociationType,CCC,,0,0,0,,,,A data type for a relationship between an aircraft and a target.,,,,nc,AssociationType,nc:AssociationType
5.2,mo,AngleUnitCodeSimpleType,mo:AngleUnitCodeSimpleType,S,atomic,0,0,0,,,,A data type for a unit code for an azimuth value.,xs,token,xs:token,,,
5.2,mo,AngleUnitCodeType,mo:AngleUnitCodeType,CSC,atomic,0,0,0,,,,A data type for a unit code for an azimuth value.,mo,AngleUnitCodeSimpleType,mo:AngleUnitCodeSimpleType,,,
5.2,mo,AngularMeasureAugmentationType,mo:AngularMeasureAugmentationType,CCC,,0,0,1,,,,A data type for additional information about an angular measure.,,,,,,
5.2,mo,ApprovalAuthorityType,mo:ApprovalAuthorityType,CCC,,0,0,0,,,,"A data type for a group of metadata that describes and identifies a person, group, board, or organization that has approving authority.",,,,,,
5.2,mo,ApprovalStatusCodeSimpleType,mo:ApprovalStatusCodeSimpleType,S,atomic,0,0,0,,,,A data type for a status of an approval.,xs,token,xs:token,,,
5.2,mo,ApprovalStatusCodeType,mo:ApprovalStatusCodeType,CSC,,0,0,0,,,,A data type for a status of an approval.,mo,ApprovalStatusCodeSimpleType,mo:ApprovalStatusCodeSimpleType,,,
5.2,mo,AreaOfInterestType,mo:AreaOfInterestType,CCC,,0,0,0,,,,"A data type for an area of concern to the commander, including the area of influence, areas adjacent thereto, and extending into enemy territory to the objectives of current or planned operations.",,,,,,
5.2,mo,AttackConsequenceType,mo:AttackConsequenceType,CCC,,0,0,0,,,,A data type that describes the expected consequence of executing an attack.,,,,,,
5.2,mo,AttackTipOffCodeSimpleType,mo:AttackTipOffCodeSimpleType,S,atomic,0,0,0,,,,A data type indicating a data point that a defender of the target would be able to use as an indicator of compromise or attack.,xs,string,xs:string,,,
5.2,mo,AttackTipOffCodeType,mo:AttackTipOffCodeType,CSC,atomic,0,0,0,,,,A data type indicating a data point that a defender of the target would be able to use as an indicator of compromise or attack.,mo,AttackTipOffCodeSimpleType,mo:AttackTipOffCodeSimpleType,,,
5.2,mo,AuthenticationCodeSimpleType,mo:AuthenticationCodeSimpleType,S,atomic,0,0,0,,,,A data type for an authentication type for an account.,xs,string,xs:string,,,
5.2,mo,AuthenticationCodeType,mo:AuthenticationCodeType,CSC,atomic,0,0,0,,,,A data type for an authentication type for an account.,mo,AuthenticationCodeSimpleType,mo:AuthenticationCodeSimpleType,,,
5.2,mo,AuthenticationTokenProtectionMechanismCodeSimpleType,mo:AuthenticationTokenProtectionMechanismCodeSimpleType,S,atomic,0,0,0,,,,A data type for a method for the protection of an authentication token.,xs,string,xs:string,,,
5.2,mo,AuthenticationTokenProtectionMechanismCodeType,mo:AuthenticationTokenProtectionMechanismCodeType,CSC,atomic,0,0,0,,,,A data type for a method for the protection of an authentication token.,mo,AuthenticationTokenProtectionMechanismCodeSimpleType,mo:AuthenticationTokenProtectionMechanismCodeSimpleType,,,
5.2,mo,BaseNodeType,mo:BaseNodeType,CCC,,0,0,0,,,,A data type for the common information defined for every node in the model.,,,,,,
5.2,mo,BetaDistributionComputationMethodType,mo:BetaDistributionComputationMethodType,CCC,,0,0,0,,,,"A data type for the continuous probability distribution that expresses the probability of occurrence of an event, proportions and percentages.",,,,,,
5.2,mo,BIOSInformationType,mo:BIOSInformationType,CCC,,0,0,0,,,,A data type that contains information about a system's BIOS.,,,,,,
5.2,mo,BoundedLogNormalComputationMethodType,mo:BoundedLogNormalComputationMethodType,CCC,,0,0,0,,,,A data type for the continuous probability distribution that expresses the probability of an event occurring.,,,,,,
5.2,mo,BoundedNormalComputationMethodType,mo:BoundedNormalComputationMethodType,CCC,,0,0,0,,,,A data type for the continuous probability distribution that expresses the probability of an event occurring.,,,,,,
5.2,mo,CAPECAttackPatternCodeSimpleType,mo:CAPECAttackPatternCodeSimpleType,S,atomic,0,0,0,,,,A data type for a Common Attack Pattern Enumeration and Classification (CAPEC) attack pattern.,xs,token,xs:token,,,
