Release,QualifiedType,QualifiedProperty,MinOccurs,MaxOccurs,Definition
3.0,cbrn:DeviceIdentifierType,nc:ItemMakeName,0,unbounded,
3.0,cbrn:DeviceIdentifierType,nc:ItemModelName,0,unbounded,
3.0,cbrn:DeviceIdentifierType,cbrn:EncounterDeviceVersionText,0,unbounded,
3.0,cbrn:DeviceIdentifierType,cbrn:DeviceInfoDateTime,0,unbounded,
3.0,cbrn:DeviceIdentifierType,cbrn:ParentDeviceCategoryCodeText,0,unbounded,
3.0,cbrn:DeviceIdentifierType,cbrn:ParentDeviceID,0,unbounded,
3.0,cbrn:DeviceIdentifierType,cbrn:DeviceIdentifierAugmentationPoint,0,unbounded,
3.0,nc:DeviceInformationAssociationType,nc:TelecommunicationDevice,0,unbounded,
3.0,nc:DeviceInformationAssociationType,nc:DeviceUser,0,unbounded,
3.0,nc:DeviceInformationAssociationType,nc:DeviceReceivedInformation,0,unbounded,
3.0,nc:DeviceInformationAssociationType,nc:DeviceSentInformation,0,unbounded,
3.0,nc:DeviceInformationAssociationType,nc:DeviceStoredInformation,0,unbounded,
3.0,nc:DeviceInformationAssociationType,nc:DeviceVisitedInformation,0,unbounded,
3.0,nc:DeviceInformationAssociationType,nc:Activity,0,unbounded,
3.0,nc:DeviceInformationAssociationType,nc:DeviceInformationAssociationAugmentationPoint,0,unbounded,
3.0,nc:DeviceType,nc:DeviceESNIdentification,0,unbounded,
3.0,nc:DeviceType,nc:DeviceIMEIIdentification,0,unbounded,
3.0,nc:DeviceType,nc:DeviceCategory,0,unbounded,
3.0,nc:DeviceType,nc:DeviceElectronicAddress,0,unbounded,
3.0,nc:DeviceType,nc:DeviceAugmentationPoint,0,unbounded,
3.0,nc:DirectDialTelephoneNumberType,nc:DirectDialTelephoneNumberID,0,unbounded,
3.0,nc:DirectDialTelephoneNumberType,nc:DirectDialTelephoneNetworkText,0,unbounded,
3.0,nc:DirectDialTelephoneNumberType,nc:DirectDialTelephoneNumberAugmentationPoint,0,unbounded,
3.0,j:DisciplinaryActionAugmentationType,j:DisciplinaryActionFacility,0,unbounded,
3.0,j:DisciplinaryActionAugmentationType,j:DisciplinaryActionSanction,0,unbounded,
3.0,nc:DisciplinaryActionType,nc:DisciplinaryActionPerson,0,unbounded,
3.0,nc:DisciplinaryActionType,nc:DisciplinaryActionAssigner,0,unbounded,
3.0,nc:DisciplinaryActionType,nc:DisciplinaryActionCommunityService,0,unbounded,
3.0,nc:DisciplinaryActionType,nc:DisciplinaryActionEnforcer,0,unbounded,
3.0,nc:DisciplinaryActionType,nc:DisciplinaryActionCounseling,0,unbounded,
3.0,nc:DisciplinaryActionType,nc:DisciplinaryActionFee,0,unbounded,
3.0,nc:DisciplinaryActionType,nc:DisciplinaryActionProgram,0,unbounded,
3.0,nc:DisciplinaryActionType,nc:DisciplinaryActionRestitution,0,unbounded,
3.0,nc:DisciplinaryActionType,nc:DisciplinaryActionAugmentationPoint,0,unbounded,
3.0,j:DisciplinaryHearingType,j:DisciplinaryActionSanction,0,unbounded,
3.0,j:DisciplinaryHearingType,j:Sanction,0,unbounded,
3.0,j:DisciplinaryHearingType,j:DisciplinaryHearingAugmentationPoint,0,unbounded,
3.0,cyfs:DispositionAugmentationType,cyfs:JuvenileInformalAdjustmentIndicator,0,unbounded,
3.0,cyfs:DispositionAugmentationType,cyfs:InformalDispositionCategoryCode,0,unbounded,
3.0,nc:DispositionType,nc:DispositionCategory,0,unbounded,
3.0,nc:DispositionType,nc:DispositionEntity,0,unbounded,
3.0,nc:DispositionType,nc:DispositionDate,0,unbounded,
3.0,nc:DispositionType,nc:DispositionDescriptionText,0,unbounded,
3.0,nc:DispositionType,nc:DispositionReasonText,0,unbounded,
3.0,nc:DispositionType,nc:DispositionReportedAuthorityText,0,unbounded,
3.0,nc:DispositionType,nc:DispositionText,0,unbounded,
3.0,nc:DispositionType,nc:DispositionInstrument,0,unbounded,
3.0,nc:DispositionType,nc:DispositionAugmentationPoint,0,unbounded,
3.0,cbrn:DistanceType,cbrn:unitsText,1,1,
3.0,edxl-de:DistributionElementAdapterType,de:EDXLDistribution,0,unbounded,The container of all of the elements related to the distribution of the content messages.
3.0,biom:DNAImageType,biom:DNAImageAugmentationPoint,0,unbounded,
3.0,biom:DNALocusType,biom:DNALocusCategoryText,0,unbounded,
3.0,biom:DNALocusType,biom:DNALocusValue,0,unbounded,
3.0,biom:DNALocusType,biom:DNALocusAugmentationPoint,0,unbounded,
3.0,biom:DNASampleDetailType,biom:DNALocus,0,unbounded,DNA Locus Informarion
3.0,biom:DNASampleDetailType,biom:DNASampleDetailAugmentationPoint,0,unbounded,
3.0,j:DNATestType,j:DNACollectionStatus,0,unbounded,
3.0,j:DNATestType,j:DNATestAugmentationPoint,0,unbounded,
3.0,nc:DocumentAssociationType,nc:PrimaryDocument,0,unbounded,
3.0,nc:DocumentAssociationType,nc:SecondaryDocument,0,unbounded,
3.0,nc:DocumentAssociationType,nc:DocumentRelationText,0,unbounded,
3.0,nc:DocumentAssociationType,nc:DocumentAssociationAugmentationPoint,0,unbounded,
3.0,j:DocumentAugmentationType,j:ParoleIndicator,0,unbounded,
3.0,j:DocumentAugmentationType,j:ProbationIndicator,0,unbounded,
3.0,j:DocumentAugmentationType,j:CorrectionalInstituteIndicator,0,unbounded,
3.0,it:DocumentAugmentationType,nc:DocumentIssueDate,0,unbounded,
3.0,it:DocumentAugmentationType,it:DocumentIssueLocationIdentification,0,unbounded,
3.0,it:DocumentAugmentationType,it:DocumentFreeText,0,unbounded,
3.0,j:DocumentCourtAssociationType,nc:Document,0,unbounded,
3.0,j:DocumentCourtAssociationType,j:Court,0,unbounded,
3.0,j:DocumentCourtAssociationType,j:DocumentCourtAssociationAugmentationPoint,0,unbounded,
3.0,j:DocumentJudicialOfficialAssociationType,nc:Document,0,unbounded,
3.0,j:DocumentJudicialOfficialAssociationType,j:JudicialOfficial,0,unbounded,
3.0,j:DocumentJudicialOfficialAssociationType,j:DocumentJudicialOfficialAssociationAugmentationPoint,0,unbounded,
3.0,j:DocumentJurisdictionAssociationType,nc:Document,0,unbounded,
3.0,j:DocumentJurisdictionAssociationType,nc:Jurisdiction,0,unbounded,
3.0,j:DocumentJurisdictionAssociationType,j:DocumentJurisdictionAssociationAugmentationPoint,0,unbounded,
3.0,j:DocumentLocationAssociationType,nc:Document,0,unbounded,
3.0,j:DocumentLocationAssociationType,nc:Location,0,unbounded,
3.0,j:DocumentLocationAssociationType,j:DocumentLocationAssociationAugmentationPoint,0,unbounded,
3.0,scr:DocumentOrganizationAssociationType,nc:Organization,0,unbounded,
3.0,scr:DocumentOrganizationAssociationType,nc:Document,0,unbounded,
3.0,scr:DocumentOrganizationAssociationType,scr:BeginDocumentUseDate,0,unbounded,
3.0,scr:DocumentOrganizationAssociationType,scr:EndDocumentUseDate,0,unbounded,
3.0,scr:DocumentOrganizationAssociationType,scr:DocumentOrganizationAssociationAugmentationPoint,0,unbounded,
3.0,nc:DocumentStatusDetailsType,nc:DocumentStatusCategory,0,unbounded,
3.0,nc:DocumentStatusDetailsType,nc:DocumentStatusDescriptionText,0,unbounded,
3.0,nc:DocumentStatusDetailsType,nc:DocumentStatusDetailsAugmentationPoint,0,unbounded,
3.0,scr:DocumentStatusType,scr:DocumentStatusID,0,unbounded,
3.0,scr:DocumentStatusType,nc:Document,0,unbounded,
3.0,scr:DocumentStatusType,scr:DocumentStatusDate,0,unbounded,
3.0,scr:DocumentStatusType,scr:DocumentStatusAugmentationPoint,0,unbounded,
3.0,nc:DocumentType,nc:DocumentSensitivity,0,unbounded,
3.0,nc:DocumentType,nc:DocumentCategory,0,unbounded,
3.0,nc:DocumentType,nc:CaveatText,0,unbounded,
3.0,nc:DocumentType,nc:DocumentAlternativeTitleText,0,unbounded,
3.0,nc:DocumentType,nc:DocumentSoftwareName,0,unbounded,
3.0,nc:DocumentType,nc:DocumentApprovedIndicator,0,unbounded,
3.0,nc:DocumentType,nc:DocumentBinary,0,unbounded,
3.0,nc:DocumentType,nc:DocumentCategoryDescriptionText,0,unbounded,
3.0,nc:DocumentType,nc:DocumentContentListText,0,unbounded,
3.0,nc:DocumentType,nc:DocumentCopyrightIndicator,0,unbounded,
3.0,nc:DocumentType,nc:DocumentCountryCode,0,unbounded,
3.0,nc:DocumentType,nc:DocumentCreationDate,0,unbounded,
3.0,nc:DocumentType,nc:DocumentDescriptionText,0,unbounded,
3.0,nc:DocumentType,nc:DocumentDispositionAuthorityName,0,unbounded,
3.0,nc:DocumentType,nc:DocumentDispositionInstructionText,0,unbounded,
3.0,nc:DocumentType,nc:DocumentDisputedIndicator,0,unbounded,
3.0,nc:DocumentType,nc:DocumentDisputedReasonText,0,unbounded,
3.0,nc:DocumentType,nc:DocumentEffectiveDate,0,unbounded,
3.0,nc:DocumentType,nc:DocumentEntrySubmitter,0,unbounded,
3.0,nc:DocumentType,nc:DocumentExpirationDate,0,unbounded,
3.0,nc:DocumentType,nc:DocumentFileControlID,0,unbounded,
3.0,nc:DocumentType,nc:DocumentFiledDate,0,unbounded,
3.0,nc:DocumentType,nc:DocumentFileExtensionText,0,unbounded,
3.0,nc:DocumentType,nc:DocumentFileName,0,unbounded,
3.0,nc:DocumentType,nc:DocumentFormatText,0,unbounded,
3.0,nc:DocumentType,nc:DocumentGroupID,0,unbounded,
3.0,nc:DocumentType,nc:DocumentIdentification,0,unbounded,
3.0,nc:DocumentType,nc:DocumentInformationCutOffDate,0,unbounded,
3.0,nc:DocumentType,nc:DocumentIntelligenceCategory,0,unbounded,A nature or genre of the resource.
3.0,nc:DocumentType,nc:DocumentKeywordText,0,unbounded,
3.0,nc:DocumentType,nc:DocumentLastModifiedDate,0,unbounded,
3.0,nc:DocumentType,nc:DocumentLocation,0,unbounded,
3.0,nc:DocumentType,nc:DocumentLocationURI,0,unbounded,
3.0,nc:DocumentType,nc:DocumentManagementCyclePeriodText,0,unbounded,
3.0,nc:DocumentType,nc:DocumentMediaCategoryText,0,unbounded,
3.0,nc:DocumentType,nc:DocumentMediumText,0,unbounded,
3.0,nc:DocumentType,nc:DocumentOtherRecipient,0,unbounded,
3.0,nc:DocumentType,nc:DocumentPermanentRecordIndicator,0,unbounded,
3.0,nc:DocumentType,nc:DocumentPostDate,0,unbounded,
3.0,nc:DocumentType,nc:DocumentPrivacyActIndicator,0,unbounded,
3.0,nc:DocumentType,nc:DocumentPublicationDate,0,unbounded,
3.0,nc:DocumentType,nc:DocumentReceivedDate,0,unbounded,
3.0,nc:DocumentType,nc:DocumentRecipient,0,unbounded,
3.0,nc:DocumentType,nc:DocumentRelatedResourceText,0,unbounded,
3.0,nc:DocumentType,nc:DocumentRightsText,0,unbounded,
3.0,nc:DocumentType,nc:DocumentSequenceID,0,unbounded,
3.0,nc:DocumentType,nc:DocumentSource,0,unbounded,
3.0,nc:DocumentType,nc:DocumentSourceText,0,unbounded,
3.0,nc:DocumentType,nc:DocumentStatus,0,unbounded,
3.0,nc:DocumentType,nc:DocumentSubject,0,unbounded,A subject code systems used and the appropriate subject code assigned to the document.
3.0,nc:DocumentType,nc:DocumentSummaryText,0,unbounded,
3.0,nc:DocumentType,nc:DocumentSupplementalMarkingText,0,unbounded,
3.0,nc:DocumentType,nc:DocumentTitleText,0,unbounded,
3.0,nc:DocumentType,nc:DocumentVitalIndicator,0,unbounded,
3.0,nc:DocumentType,nc:DocumentAuthor,0,unbounded,
3.0,nc:DocumentType,nc:DocumentContributor,0,unbounded,
3.0,nc:DocumentType,nc:DocumentCoverage,0,unbounded,
3.0,nc:DocumentType,nc:DocumentFormatCategoryText,0,unbounded,
3.0,nc:DocumentType,nc:DocumentLanguage,0,unbounded,
3.0,nc:DocumentType,nc:DocumentSubmissionAmount,0,unbounded,
3.0,nc:DocumentType,nc:DocumentSubmitter,0,unbounded,
3.0,nc:DocumentType,nc:DocumentIssuanceDate,0,unbounded,
3.0,nc:DocumentType,nc:DocumentStatusDetails,0,unbounded,
3.0,nc:DocumentType,nc:DocumentIssuanceLocation,0,unbounded,
3.0,nc:DocumentType,nc:DocumentAugmentationPoint,0,unbounded,
3.0,j:DomesticViolenceAssessmentType,j:DomesticViolenceSocialHistoryText,0,unbounded,
3.0,j:DomesticViolenceAssessmentType,j:DomesticViolenceChildImpactText,0,unbounded,
3.0,j:DomesticViolenceAssessmentType,j:DomesticViolenceSubjectAttitudeText,0,unbounded,
3.0,j:DomesticViolenceAssessmentType,j:DomesticViolenceLevelText,0,unbounded,
3.0,j:DomesticViolenceAssessmentType,j:DomesticViolenceHistoryText,0,unbounded,
3.0,j:DomesticViolenceAssessmentType,j:DomesticViolencePatternIndicationText,0,unbounded,
3.0,j:DomesticViolenceAssessmentType,j:DomesticViolenceVictimPerceptionText,0,unbounded,
3.0,j:DomesticViolenceAssessmentType,j:DomesticViolenceChildImpact,0,unbounded,
3.0,j:DomesticViolenceAssessmentType,j:DomesticViolenceLevel,0,unbounded,
3.0,j:DomesticViolenceAssessmentType,j:DomesticViolencePatternIndication,0,unbounded,
3.0,j:DomesticViolenceAssessmentType,j:DomesticViolenceSocialHistory,0,unbounded,
3.0,j:DomesticViolenceAssessmentType,j:DomesticViolenceSubjectAttitude,0,unbounded,
3.0,j:DomesticViolenceAssessmentType,j:DomesticViolenceVictimPerception,0,unbounded,
3.0,j:DomesticViolenceAssessmentType,j:DomesticViolenceAssessmentAugmentationPoint,0,unbounded,
3.0,cbrn:DoseAnalysisResultsType,cbrn:AverageDoseRateValue,0,1,
3.0,cbrn:DoseAnalysisResultsType,cbrn:AverageDoseRateUncertaintyValue,0,1,
3.0,cbrn:DoseAnalysisResultsType,cbrn:MaximumDoseRateValue,0,1,
3.0,cbrn:DoseAnalysisResultsType,cbrn:MinimumDoseRateValue,0,1,
3.0,cbrn:DoseAnalysisResultsType,cbrn:BackgroundDoseRateValue,0,1,
3.0,cbrn:DoseAnalysisResultsType,cbrn:BackgroundDoseRateUncertaintyValue,0,1,
3.0,cbrn:DoseAnalysisResultsType,cbrn:TotalDoseValue,0,1,
3.0,cbrn:DoseAnalysisResultsType,cbrn:SourcePosition,0,1,
3.0,cbrn:DoseAnalysisResultsType,cbrn:DoseAnalysisResultsExtension,0,unbounded,
3.0,cbrn:DoseAnalysisResultsType,cbrn:DoseAnalysisResultsAugmentationPoint,0,unbounded,
3.0,cbrn:DoseRateType,cbrn:DoseRateValue,0,1,
3.0,cbrn:DoseRateType,cbrn:DoseRateLevelDescriptionText,0,1,
3.0,cbrn:DoseRateType,cbrn:RadRawDoseRate,0,unbounded,
3.0,cbrn:DoseRateType,cbrn:RadDetectorInformation,0,1,
3.0,cbrn:DoseRateType,cbrn:DoseRateAugmentationPoint,0,unbounded,
3.0,cbrn:DoseRateuSvhType,cbrn:unitsText,1,1,
3.0,nc:DoubleRangeType,nc:RangeMaximumDoubleValue,0,unbounded,
3.0,nc:DoubleRangeType,nc:RangeMinimumDoubleValue,0,unbounded,
3.0,nc:DoubleRangeType,nc:DoubleRangeAugmentationPoint,0,unbounded,
3.0,j:DriverConvictionType,j:DriverConvictionCitation,0,unbounded,
3.0,j:DriverConvictionType,j:DriverConvictionCMV,0,unbounded,
3.0,j:DriverConvictionType,j:DriverConvictionHazMat,0,unbounded,
3.0,j:DriverConvictionType,j:DriverConvictionOffense,0,unbounded,
3.0,j:DriverConvictionType,j:DriverConvictionOffenseDescriptionText,0,unbounded,
3.0,j:DriverConvictionType,j:DriverConvictionAugmentationPoint,0,unbounded,
3.0,j:DriverHistorySummaryType,j:DriverHistoryAccidentQuantity,0,unbounded,
3.0,j:DriverHistorySummaryType,j:DriverHistoryConvictionQuantity,0,unbounded,
3.0,j:DriverHistorySummaryType,j:DriverHistoryWithdrawalQuantity,0,unbounded,
3.0,j:DriverHistorySummaryType,j:DriverHistorySummaryAugmentationPoint,0,unbounded,
3.0,j:DriverLicenseAssociationType,j:DriverLicense,0,unbounded,
3.0,j:DriverLicenseAssociationType,nc:Person,0,unbounded,
3.0,j:DriverLicenseAssociationType,j:DriverLicenseAssociationAugmentationPoint,0,unbounded,
3.0,j:DriverLicenseBaseType,j:DriverLicenseLimitedTermIndicator,0,unbounded,
3.0,j:DriverLicenseBaseType,j:DriverLicenseMedicalCertification,0,unbounded,
3.0,j:DriverLicenseBaseType,j:DriverLicenseCardDesignRevisionDate,0,unbounded,
3.0,j:DriverLicenseBaseType,j:DriverLicenseIdentification,0,unbounded,
3.0,j:DriverLicenseBaseType,j:DriverLicenseEndorsement,0,unbounded,
3.0,j:DriverLicenseBaseType,j:DriverLicenseExpirationDate,0,unbounded,
3.0,j:DriverLicenseBaseType,j:DriverLicenseIssueDate,0,unbounded,
3.0,j:DriverLicenseBaseType,j:DriverLicensePerson,0,unbounded,
3.0,j:DriverLicenseBaseType,j:DriverLicenseRestriction,0,unbounded,
3.0,j:DriverLicenseBaseType,j:DriverLicenseIssuingCountry,0,unbounded,
3.0,j:DriverLicenseBaseType,j:DriverLicenseBaseAugmentationPoint,0,unbounded,
3.0,j:DriverLicenseDrivingIncidentAssociationType,nc:Person,0,unbounded,
3.0,j:DriverLicenseDrivingIncidentAssociationType,j:DriverLicense,0,unbounded,
3.0,j:DriverLicenseDrivingIncidentAssociationType,j:DrivingIncident,0,unbounded,
3.0,j:DriverLicenseDrivingIncidentAssociationType,j:DriverConviction,0,unbounded,
3.0,j:DriverLicenseDrivingIncidentAssociationType,j:DriverLicenseDrivingIncidentAssociationAugmentationPoint,0,unbounded,
3.0,j:DriverLicenseEndorsementType,j:DriverLicenseEndorsementText,0,unbounded,
3.0,j:DriverLicenseEndorsementType,j:DriverLicenseEndorsementEndDate,0,unbounded,
3.0,j:DriverLicenseEndorsementType,j:DriverLicenseHMEThreatText,0,unbounded,
3.0,j:DriverLicenseEndorsementType,j:DriverLicenseHMEThreatDate,0,unbounded,
3.0,j:DriverLicenseEndorsementType,j:DriverLicenseEndorsement,0,unbounded,
3.0,j:DriverLicenseEndorsementType,j:DriverLicenseHMEThreat,0,unbounded,
3.0,j:DriverLicenseEndorsementType,j:DriverLicenseEndorsementAugmentationPoint,0,unbounded,
3.0,j:DriverLicenseMedicalCertificationType,j:DriverLicenseSkillsPerformanceEvaluationEffectiveDate,0,unbounded,
3.0,j:DriverLicenseMedicalCertificationType,j:DriverLicenseWaiverExemptExpirationIndefiniteIndicator,0,unbounded,
3.0,j:DriverLicenseMedicalCertificationType,j:DriverLicenseWaiverExemptExpirationDate,0,unbounded,
3.0,j:DriverLicenseMedicalCertificationType,j:DriverLicenseWaiverExemptEffectiveDate,0,unbounded,
3.0,j:DriverLicenseMedicalCertificationType,j:DriverLicenseMedicalCertificationExpirationDate,0,unbounded,
3.0,j:DriverLicenseMedicalCertificationType,j:DriverLicenseMedicalCertificationIssueDate,0,unbounded,
3.0,j:DriverLicenseMedicalCertificationType,j:DriverLicenseSkillsPerformanceEvaluationExpirationDate,0,unbounded,
3.0,j:DriverLicenseMedicalCertificationType,j:DriverLicenseMedicalCertificationRestriction,0,unbounded,
3.0,j:DriverLicenseMedicalCertificationType,j:DriverLicenseMedicalCertificationStatus,0,unbounded,
3.0,j:DriverLicenseMedicalCertificationType,j:DriverLicenseMedicalSelfCertification,0,unbounded,
3.0,j:DriverLicenseMedicalCertificationType,j:DriverLicenseMedicalCertificationAugmentationPoint,0,unbounded,
3.0,j:DriverLicensePermitType,j:DriverLicensePermitClassificationText,0,unbounded,
3.0,j:DriverLicensePermitType,j:DriverLicensePermitStatus,0,unbounded,
3.0,j:DriverLicensePermitType,j:DriverLicensePermitAugmentationPoint,0,unbounded,
3.0,j:DriverLicenseType,j:DriverLicenseCommercialClass,0,unbounded,
3.0,j:DriverLicenseType,j:DriverLicenseCommercialStatus,0,unbounded,
3.0,j:DriverLicenseType,j:DriverLicenseNonCommercialClassText,0,unbounded,
3.0,j:DriverLicenseType,j:DriverLicenseNonCommercialStatus,0,unbounded,
3.0,j:DriverLicenseType,j:DriverLicensePermit,0,unbounded,
3.0,j:DriverLicenseType,j:DriverLicensePermitQuantity,0,unbounded,
3.0,j:DriverLicenseType,j:DriverLicenseWithdrawal,0,unbounded,
3.0,j:DriverLicenseType,j:DriverLicenseWithdrawalPendingIndicator,0,unbounded,
3.0,j:DriverLicenseType,j:DriverLicenseCardIdentification,0,unbounded,
3.0,j:DriverLicenseType,j:DriverLicenseAugmentationPoint,0,unbounded,
3.0,j:DriverLicenseWithdrawalType,j:DriverLicense,0,unbounded,
3.0,j:DriverLicenseWithdrawalType,j:DriverLicenseWithdrawalAction,0,unbounded,
3.0,j:DriverLicenseWithdrawalType,j:DriverLicenseWithdrawalBasis,0,unbounded,
3.0,j:DriverLicenseWithdrawalType,j:DriverLicenseWithdrawalValue,0,unbounded,
3.0,j:DriverLicenseWithdrawalType,j:DriverLicenseWithdrawalDueProcessStatus,0,unbounded,
3.0,j:DriverLicenseWithdrawalType,j:DriverLicenseWithdrawalEffectiveDate,0,unbounded,
3.0,j:DriverLicenseWithdrawalType,j:DriverLicenseWithdrawalEligibility,0,unbounded,An indication of when a driver is eligible to apply for reinstatement of those driving privileges withdrawn.
3.0,j:DriverLicenseWithdrawalType,j:DriverLicenseWithdrawalEligibilityDate,0,unbounded,
3.0,j:DriverLicenseWithdrawalType,j:DriverLicenseWithdrawalExtent,0,unbounded,
3.0,j:DriverLicenseWithdrawalType,j:DriverLicenseWithdrawalIssuingAuthority,0,unbounded,
3.0,j:DriverLicenseWithdrawalType,j:DriverLicenseWithdrawalLocatorReferenceIdentification,0,unbounded,
3.0,j:DriverLicenseWithdrawalType,j:DriverLicenseWithdrawalReasonReference,0,unbounded,A withdrawal reason for future reference by the original State of Conviction.
3.0,j:DriverLicenseWithdrawalType,j:DriverLicenseWithdrawalReinstatementDate,0,unbounded,
3.0,j:DriverLicenseWithdrawalType,j:DriverLicenseWithdrawalAugmentationPoint,0,unbounded,
3.0,j:DrivingIncidentType,j:DrivingAccidentSeverity,0,unbounded,
3.0,j:DrivingIncidentType,j:DrivingIncidentCMV,0,unbounded,
3.0,j:DrivingIncidentType,j:DrivingIncidentRecordedSpeedRateMeasure,0,unbounded,
3.0,j:DrivingIncidentType,j:DrivingIncidentCollisionIndicator,0,unbounded,
3.0,j:DrivingIncidentType,j:DrivingIncidentDriverOwnershipIndicator,0,unbounded,
3.0,j:DrivingIncidentType,j:DrivingIncidentFemalePassengerQuantityText,0,unbounded,
3.0,j:DrivingIncidentType,j:DrivingIncidentHazMat,0,unbounded,
3.0,j:DrivingIncidentType,j:DrivingIncidentJurisdiction,0,unbounded,
3.0,j:DrivingIncidentType,j:DrivingIncidentLaserDetectionIndicator,0,unbounded,
3.0,j:DrivingIncidentType,j:DrivingIncidentLegalSpeedRateMeasure,0,unbounded,
3.0,j:DrivingIncidentType,j:DrivingIncidentLocatorReferenceIdentification,0,unbounded,
3.0,j:DrivingIncidentType,j:DrivingIncidentMalePassengerQuantityText,0,unbounded,
3.0,j:DrivingIncidentType,j:DrivingIncidentMobilePhoneIndicator,0,unbounded,
3.0,j:DrivingIncidentType,j:DrivingIncidentPassenger,0,unbounded,
3.0,j:DrivingIncidentType,j:DrivingIncidentPassengerDescriptionText,0,unbounded,
3.0,j:DrivingIncidentType,j:DrivingIncidentPassengerQuantityText,0,unbounded,
3.0,j:DrivingIncidentType,j:DrivingIncidentRadarDetectionIndicator,0,unbounded,
3.0,j:DrivingIncidentType,j:DrivingIncidentRoadDescriptionText,0,unbounded,
3.0,j:DrivingIncidentType,j:DrivingIncidentRoadCategoryText,0,unbounded,
3.0,j:DrivingIncidentType,j:DrivingIncidentTrafficDescriptionText,0,unbounded,
3.0,j:DrivingIncidentType,j:DrivingIncidentWeatherDescriptionText,0,unbounded,
3.0,j:DrivingIncidentType,j:DrivingIncidentAugmentationPoint,0,unbounded,
3.0,j:DrivingRestrictionType,j:DrivingRestrictionValue,0,unbounded,
3.0,j:DrivingRestrictionType,j:DrivingRestrictionDescriptionText,0,unbounded,
3.0,j:DrivingRestrictionType,j:DrivingRestrictionEndDate,0,unbounded,
3.0,j:DrivingRestrictionType,j:DrivingRestrictionAugmentationPoint,0,unbounded,
3.0,j:DrugAugmentationType,j:DrugPrescribingOrganizationName,0,unbounded,
3.0,j:DrugAugmentationType,j:DrugPrescribingPhysicianFullName,0,unbounded,
3.0,nc:DrugType,nc:DrugDaysSupplyQuantity,0,unbounded,
3.0,nc:DrugType,nc:DrugStrengthText,0,unbounded,
3.0,nc:DrugType,nc:DEAClassSchedule,0,unbounded,A class to which the Drug Enforcement Agency (DEA) has assigned the product under the Controlled Substances Act of 1970
3.0,nc:DrugType,nc:DrugCoverageExceptionReasonText,0,unbounded,
3.0,nc:DrugType,nc:DrugAugmentationPoint,0,unbounded,
3.0,it:DutyTaxFeeType,it:DutyTaxFeeAssessmentBasisQuantity,0,unbounded,
3.0,it:DutyTaxFeeType,it:DutyTaxFeeAssessmentBasisAmount,0,unbounded,
3.0,it:DutyTaxFeeType,it:DutyTaxFeeAssessmentAmountOwed,0,unbounded,
3.0,it:DutyTaxFeeType,it:DutyTaxFeeRate,0,unbounded,
3.0,it:DutyTaxFeeType,it:DutyTaxFeeCategoryText,0,unbounded,
3.0,it:DutyTaxFeeType,it:DutyTaxFeeRegimeCategoryText,0,unbounded,
3.0,it:DutyTaxFeeType,it:DutyTaxFeeReductionAmount,0,unbounded,
3.0,it:DutyTaxFeeType,it:DutyTaxFeeReductionQuantity,0,unbounded,
3.0,it:DutyTaxFeeType,it:DutyTaxFeeReferenceID,0,unbounded,
3.0,it:DutyTaxFeeType,nc:Obligation,0,unbounded,
3.0,it:DutyTaxFeeType,it:DutyTaxFeeAugmentationPoint,0,unbounded,
3.0,cyfs:EducationType,cyfs:EducationalGoalText,0,unbounded,
3.0,cyfs:EducationType,cyfs:EducationalNeedText,0,unbounded,
3.0,cyfs:EducationType,cyfs:EducationAugmentationPoint,0,unbounded,
3.0,cbrn:EfficiencyCalibrationType,cbrn:EnergyValueList,1,1,
3.0,cbrn:EfficiencyCalibrationType,cbrn:EfficiencyValueList,1,1,
3.0,cbrn:EfficiencyCalibrationType,cbrn:EfficiencyUncertaintyValueList,0,1,
3.0,cbrn:EfficiencyCalibrationType,cbrn:CalibrationDateTime,0,1,
3.0,cbrn:EfficiencyCalibrationType,cbrn:EfficiencyCalibrationAugmentationPoint,0,unbounded,
3.0,scr:EFTSFeatureType,nc:BinaryCaptureDate,0,unbounded,
3.0,scr:EFTSFeatureType,nc:Base64BinaryObject,0,unbounded,
3.0,scr:EFTSFeatureType,nc:BinaryFormatText,0,unbounded,
3.0,scr:EFTSFeatureType,nc:ImageHeightValue,0,unbounded,
3.0,scr:EFTSFeatureType,nc:ImageWidthValue,0,unbounded,
3.0,scr:EFTSFeatureType,scr:EFTSFeatureAugmentationPoint,0,unbounded,
3.0,nc:ElectronicAddressType,nc:ElectronicAddressMACNumberID,0,unbounded,
3.0,nc:ElectronicAddressType,nc:ElectronicAddressDescriptionText,0,unbounded,
3.0,nc:ElectronicAddressType,nc:ElectronicAddressAugmentationPoint,0,unbounded,
3.0,geo:EllipseType,xls:Ellipse,0,unbounded,
3.0,j:EmailMessageAssociationType,j:ReceiverPerson,0,unbounded,
3.0,j:EmailMessageAssociationType,j:OriginatorEmailID,0,unbounded,
3.0,j:EmailMessageAssociationType,j:ReceiverEmailID,0,unbounded,
3.0,j:EmailMessageAssociationType,j:OriginatorPerson,0,unbounded,
3.0,j:EmailMessageAssociationType,j:OriginatorOrganization,0,unbounded,
3.0,j:EmailMessageAssociationType,j:ReceiverOrganization,0,unbounded,
3.0,j:EmailMessageAssociationType,j:EmailMessageAssociationAugmentationPoint,0,unbounded,
3.0,em:EmergencyDepartmentStatusType,em:EMSTraffic,0,1,
