Release,PropertyNS,PropertyName,QualifiedType,Definition,SubstitutionGroupQualifiedProperty,IsElement,IsAbstract,Keywords,ExampleContent,UsageInfo,QualifiedProperty
3.0,cbrn,CaseOfInterestUUID,niem-xs:string,A unique identifier of a case of interest  to which another case is related.,,TRUE,FALSE,,,,cbrn:CaseOfInterestUUID
3.0,j,CaseOriginalCourt,j:CourtType,A court that originally heard or tried a case before it was transferred or appealed.,,TRUE,FALSE,,,,j:CaseOriginalCourt
3.0,j,CaseOtherEntity,nc:EntityType,A miscellaneous entity involved in a court case.,,TRUE,FALSE,,,,j:CaseOtherEntity
3.0,j,CaseOtherIdentification,nc:IdentificationType,A miscellaneous identification for a case.,,TRUE,FALSE,,,,j:CaseOtherIdentification
3.0,j,CaseOtherOfficial,j:CaseOfficialType,A miscellaneous person or organization involved in a court case.,,TRUE,FALSE,,,,j:CaseOtherOfficial
3.0,cyfs,CaseParticipant,cyfs:CaseParticipantType,A person who is involved in a case.,,TRUE,FALSE,,,,cyfs:CaseParticipant
3.0,cyfs,CaseParticipantAugmentationPoint,,An augmentation point for CaseParticipantType.,,TRUE,TRUE,,,,cyfs:CaseParticipantAugmentationPoint
3.0,cyfs,CaseParticipantInvolvementText,nc:TextType,A description of a person's involvement in the underlying child welfare case.,,TRUE,FALSE,,,,cyfs:CaseParticipantInvolvementText
3.0,j,CasePendingCourtEvent,j:CourtEventType,A court event or activity that is postponed or pending.,,TRUE,FALSE,,,,j:CasePendingCourtEvent
3.0,cbrn,CasePriorityCode,cbrncl:CasePriorityCodeType,A priority of a case.,,TRUE,FALSE,,,,cbrn:CasePriorityCode
3.0,j,CaseProceedingCategoryText,nc:TextType,A kind of case proceeding.,,TRUE,FALSE,,"hearing, trial, arraignment",,j:CaseProceedingCategoryText
3.0,j,CaseProsecutionAttorney,j:CaseOfficialType,An attorney who prosecutes a case.,,TRUE,FALSE,,,,j:CaseProsecutionAttorney
3.0,j,CaseProtectionOrderIndicator,niem-xs:boolean,True if a Domestic Violence Protection Order or Antiharassment Order is filed with the Judgment and Sentence; false otherwise.,,TRUE,FALSE,,,,j:CaseProtectionOrderIndicator
3.0,cyfs,CaseReferredAgency,nc:OrganizationType,A reference to the agency to which a case is referred.,,TRUE,FALSE,,,,cyfs:CaseReferredAgency
3.0,cbrn,CaseRelationshipAugmentationPoint,,An augmentation point for cbrn:CaseRelationshipType.,,TRUE,TRUE,,,,cbrn:CaseRelationshipAugmentationPoint
3.0,cbrn,CaseRelationshipDescriptionText,niem-xs:string,"A description of the nature, reason, status, etc of the relationship.",,TRUE,FALSE,,,,cbrn:CaseRelationshipDescriptionText
3.0,cbrn,CaseRelationshipRoleKindCode,cbrncl:CaseRelationshipKindCodeType,A kind of relationship role played between two cases.,,TRUE,FALSE,,,,cbrn:CaseRelationshipRoleKindCode
3.0,cbrn,CaseRequestCode,cbrncl:CaseRequestCodeType,A description of a kind of Case request.,,TRUE,FALSE,,,,cbrn:CaseRequestCode
3.0,nc,CaseResolutionText,nc:TextType,A result of a case.,,TRUE,FALSE,,,,nc:CaseResolutionText
3.0,j,CaseRespondentAttorney,j:CaseOfficialType,"An attorney in a court case representing the party that is required to answer a petition for a court order or writ requiring the respondent to take some action, halt an activity or obey a courts direction. In such matters the moving party (the one filing",,TRUE,FALSE,,,,j:CaseRespondentAttorney
3.0,j,CaseRespondentParty,nc:EntityType,"An entity in a court case that is required to answer a petition for a court order or writ requiring the respondent to take some action, halt an activity or obey a courts direction. In such matters the moving party (the one filing the petition) is usually called the petitioner. Thus, the respondent is equivalent to a defendant in a lawsuit. On an appeal, the party who must respond to an appeal by the losing party in the trial court (called appellant) in the appeals court. The accused in a domestic violence case or civil action; a person responding to a Request or Petition for Protection filed by a petitioner.",,TRUE,FALSE,,,,j:CaseRespondentParty
3.0,j,CaseRestrictionDate,nc:DateType,A date a restriction is placed on a person by a court order.,,TRUE,FALSE,,,,j:CaseRestrictionDate
3.0,j,CaseRestrictionText,nc:TextType,A restriction imposed upon a party.,,TRUE,FALSE,,a restraining order,,j:CaseRestrictionText
3.0,j,CaseSecurityText,nc:TextType,A level of case security required from low to high,,TRUE,FALSE,,,,j:CaseSecurityText
3.0,cbrn,CaseSet,cbrn:CaseSetType,A set of cases that are related in some manner.,,TRUE,FALSE,,,,cbrn:CaseSet
3.0,cbrn,CaseSetAugmentationPoint,,An augmentation point for cbrn:CaseSetType.,,TRUE,TRUE,,,,cbrn:CaseSetAugmentationPoint
3.0,cbrn,CaseSetQuantity,niem-xs:nonNegativeInteger,"A number of cases contained in a CaseSet , or otherwise related to a Case.",,TRUE,FALSE,,,,cbrn:CaseSetQuantity
3.0,j,CaseSeverityText,nc:TextType,A severity of a case.,,TRUE,FALSE,,"felony, misdemeanor, infraction",,j:CaseSeverityText
3.0,cbrn,CaseStartDateTime,niem-xs:dateTime,A date and time when a case was initiated.,,TRUE,FALSE,,,,cbrn:CaseStartDateTime
3.0,cbrn,CaseStatus,cbrn:CaseStatusType,A status of a case.,,TRUE,FALSE,,,,cbrn:CaseStatus
3.0,cbrn,CaseStatusAugmentationPoint,,An augmentation point for cbrn:CaseStatusType.,,TRUE,TRUE,,,,cbrn:CaseStatusAugmentationPoint
3.0,cbrn,CaseStatusCode,cbrncl:CaseStatusCodeType,A status of a case.,,TRUE,FALSE,,,,cbrn:CaseStatusCode
3.0,cbrn,CaseStatusDateTime,niem-xs:dateTime,A dateTime when a status was reported.,,TRUE,FALSE,,,,cbrn:CaseStatusDateTime
3.0,cbrn,CaseStatusIssuerCode,cbrncl:GNDAOrgCodeType,An Organization reporting a case status.,,TRUE,FALSE,,,,cbrn:CaseStatusIssuerCode
3.0,nc,CaseSubCategoryText,niem-xs:string,A more specific classification of a kind of case.,,TRUE,FALSE,,"employment (to further classify a civil case), homicide (to further classify a felony case)",,nc:CaseSubCategoryText
3.0,j,CaseTerminationCategoryText,nc:TextType,A kind of termination for a case.,,TRUE,FALSE,,,,j:CaseTerminationCategoryText
3.0,j,CaseTerminationStageText,nc:TextType,A stage of termination for a case.,,TRUE,FALSE,,,,j:CaseTerminationStageText
3.0,cbrn,CaseThreatLevelCode,cbrncl:CaseThreatLevelCodeType,A  threat level represented by the activities or items represented by a case.,,TRUE,FALSE,,,,cbrn:CaseThreatLevelCode
3.0,nc,CaseTitleText,nc:TextType,An official name of a case.,,TRUE,FALSE,,,,nc:CaseTitleText
3.0,nc,CaseTrackingID,niem-xs:string,An identifier used to track a case.,,TRUE,FALSE,,,,nc:CaseTrackingID
3.0,j,CaseTrial,j:CourtEventType,A kind of hearing during which the final disposition of a case is determined.,,TRUE,FALSE,,,,j:CaseTrial
3.0,cbrn,CaseUUID,niem-xs:string,A universally unique identifier for a case.,,TRUE,FALSE,,,,cbrn:CaseUUID
3.0,j,CaseVerdictGivenIndicator,niem-xs:boolean,True if a verdict is given by judge or jury; false otherwise.,,TRUE,FALSE,,,,j:CaseVerdictGivenIndicator
3.0,j,CaseVictimNotProsecutingIndicator,niem-xs:boolean,True if a victim is not or was not willing to prosecute; false otherwise.,,TRUE,FALSE,,,,j:CaseVictimNotProsecutingIndicator
3.0,cbrn,CaseWindowEndDateTime,niem-xs:dateTime,A DateTime for the time window end for a BOLO kind of case.,,TRUE,FALSE,,,,cbrn:CaseWindowEndDateTime
3.0,cbrn,CaseWindowStartDateTime,niem-xs:dateTime,A DateTime for the time window start for a BOLO kind of case.,,TRUE,FALSE,,,,cbrn:CaseWindowStartDateTime
3.0,j,CaseWitness,j:WitnessType,A person/entity who has information relating to the activity or who testifies in court.,,TRUE,FALSE,,,,j:CaseWitness
3.0,cyfs,Caseworker,cyfs:CaseworkerType,A caseworker for the child.,,TRUE,FALSE,,,,cyfs:Caseworker
3.0,cyfs,CaseworkerAugmentationPoint,,An augmentation point for CaseworkerType.,,TRUE,TRUE,,,,cyfs:CaseworkerAugmentationPoint
3.0,cyfs,CaseworkerCategory,,A data concept for describing the category of caseworker assigned to a case.,,TRUE,TRUE,,,,cyfs:CaseworkerCategory
3.0,cyfs,CaseworkerCategoryCode,cyfs:CaseworkerCategoryCodeType,"A code indicating the type of caseworker assigned e.g. investigation, ongoing, adoption, permanency, caseworker supervisor.",cyfs:CaseworkerCategory,TRUE,FALSE,,,,cyfs:CaseworkerCategoryCode
3.0,cyfs,CaseworkerCategoryText,nc:TextType,"A kind of caseworker, described in terms of their function or program specialty.",cyfs:CaseworkerCategory,TRUE,FALSE,,,,cyfs:CaseworkerCategoryText
3.0,nc,CaseYearDate,niem-xs:gYear,A year a case is opened.,,TRUE,FALSE,,,,nc:CaseYearDate
3.0,em,CategoryInformation,em:ValueType,A resource kind as defined by either a Keyword structure or a validatable schema,,TRUE,FALSE,,,,em:CategoryInformation
3.0,em,CategoryStructure,em:ValueType,A Uniform Resource Name of a certified list maintained by the Community of Interest (COI) for the value referenced.  Facilitates link to ARMS structured managed list,,TRUE,FALSE,,,,em:CategoryStructure
3.0,j,CaveatAugmentationPoint,,An augmentation point for CaveatType.,,TRUE,TRUE,,,,j:CaveatAugmentationPoint
3.0,j,CaveatIssuingAuthorityText,nc:TextType,A source of the caveat information,,TRUE,FALSE,,,,j:CaveatIssuingAuthorityText
3.0,j,CaveatReferenceDate,nc:DateType,A date of the caveat information.,,TRUE,FALSE,,,,j:CaveatReferenceDate
3.0,nc,CaveatText,nc:TextType,A warning or caution about the information.,,TRUE,FALSE,,,,nc:CaveatText
3.0,intel,CBEFFText,nc:TextType,A data format [not defined by the ICMWG] for biometric data.,,TRUE,FALSE,,,,intel:CBEFFText
3.0,cbrn,CBRNECase,cbrn:CBRNECaseType,An aggregation of information about activities and events associated with detection and interdiction of CBRNE threats.,,TRUE,FALSE,,,,cbrn:CBRNECase
3.0,cbrn,CBRNECaseAugmentationPoint,,An augmentation point for cbrn:CBRNECaseType.,,TRUE,TRUE,,,,cbrn:CBRNECaseAugmentationPoint
3.0,m,CDCCargo,m:CargoType,An item of certain dangerous cargo.,,TRUE,FALSE,,,,m:CDCCargo
3.0,m,CDCCargoList,m:CDCCargoListType,A list of certain dangerous cargo.,,TRUE,FALSE,,,,m:CDCCargoList
3.0,m,CDCCargoListAugmentationPoint,,An augmentation point for CDCCargoListType.,,TRUE,TRUE,,,,m:CDCCargoListAugmentationPoint
3.0,j,CDLHolder,,A data concept for a code indicating whether or not the driver held a CDL/CLP at the time of the citation.,,TRUE,TRUE,,,,j:CDLHolder
3.0,j,CDLHolderCode,j:CDLHolderCodeType,A code indicating whether or not the driver held a CDL/CLP at the time of the citation.,j:CDLHolder,TRUE,FALSE,,,,j:CDLHolderCode
3.0,em,Ceiling,nc:MeasureType,A maximum altitude of the affected area of the alert message (conditional).,,TRUE,FALSE,,,,em:Ceiling
3.0,j,CellmateAssociation,nc:PersonAssociationType,"A relationship between people who live in the same cell of a prison, jail or other correctional facility..",,TRUE,FALSE,,,,j:CellmateAssociation
3.0,m,Certificate,m:CertificateType,An official or government-issued certificate or license.,,TRUE,FALSE,,,,m:Certificate
3.0,m,CertificateAugmentationPoint,,An augmentation point for CertificateType.,,TRUE,TRUE,,,,m:CertificateAugmentationPoint
3.0,it,CertificateContentText,nc:TextType,"A description of the content of official certification, legislation or stamp, etc.",,TRUE,FALSE,,,,it:CertificateContentText
3.0,m,CertificateEndorsementText,nc:TextType,"An endorsement, qualification, or rating listed on a certificate which authorizes the performance of certain duties or actions.",,TRUE,FALSE,,,,m:CertificateEndorsementText
3.0,m,CertificateIssueDate,nc:DateType,A date when a certificate was issued.,,TRUE,FALSE,,,,m:CertificateIssueDate
3.0,m,CertificateIssuingAgency,nc:EntityType,An agency or organization that issued a certificate.,,TRUE,FALSE,,,,m:CertificateIssuingAgency
3.0,m,CertificateJurisdiction,nc:JurisdictionType,A description of locations or regions for which a certificate is valid or appropriate.,,TRUE,FALSE,,,,m:CertificateJurisdiction
3.0,m,CertificateRestrictionText,nc:TextType,A restriction on a certificate.,,TRUE,FALSE,,,,m:CertificateRestrictionText
3.0,em,Certifications,em:ValueType,"A value from a discrete managed list, used to specify resource certifications.",,TRUE,FALSE,,,,em:Certifications
3.0,im,ChainOfCustody,im:ChainOfCustodyType,A chain of custody of an item or exhibit.,,TRUE,FALSE,,,,im:ChainOfCustody
3.0,im,ChainOfCustodyAugmentationPoint,,An augmentation point for ChainOfCustodyType.,,TRUE,TRUE,,,,im:ChainOfCustodyAugmentationPoint
3.0,im,ChainOfCustodyDescriptionText,nc:TextType,"A description of the chain of custody of an item (exhibit) in relation to which employee took custody, when they took custody, and what they took custody of.",,TRUE,FALSE,,,,im:ChainOfCustodyDescriptionText
3.0,im,ChainOfCustodyItemReceivedDate,nc:DateType,A date on which the DHS Immigrations Customs Enforcement (ICE) officer assumed responsibility for an item (exhibit).,,TRUE,FALSE,,,,im:ChainOfCustodyItemReceivedDate
3.0,im,ChainOfCustodySequenceID,nc:IdentificationType,An identifier indicating the sequence number for an item (exhibit) under custody.,,TRUE,FALSE,,,,im:ChainOfCustodySequenceID
3.0,it,CHAINumberText,nc:TextType,An identifier used on customs forms in Pakistan.,,TRUE,FALSE,,,,it:CHAINumberText
3.0,im,ChangeOfNonImmigrantStatusIndicator,niem-xs:boolean,True if the requester would like a change of non immigrant status; false otherwise.,,TRUE,FALSE,,,,im:ChangeOfNonImmigrantStatusIndicator
3.0,cyfs,ChangeOfSchoolIndicator,niem-xs:boolean,True if the child's school will change as the result of this placement; false otherwise.,,TRUE,FALSE,,,,cyfs:ChangeOfSchoolIndicator
3.0,cyfs,ChangesMadeAffectingVisitationRightsText,nc:TextType,A set of changes made by the court that affect current visitation rights.,,TRUE,FALSE,,,,cyfs:ChangesMadeAffectingVisitationRightsText
3.0,cbrn,ChannelDataValueList,cbrn:ChannelDataType,"A list of values, one for each of a spectrum's channels. The values represent the number of counts per channel.",,TRUE,FALSE,,,,cbrn:ChannelDataValueList
3.0,cbrn,Characteristic,cbrn:CharacteristicType,"A description of an additional characteristic of something, such as a radiation instrument, detector, or item being inspected.",,TRUE,FALSE,,,,cbrn:Characteristic
3.0,cbrn,CharacteristicAugmentationPoint,,An augmentation point for cbrn:CharacteristicType.,,TRUE,TRUE,,,,cbrn:CharacteristicAugmentationPoint
3.0,cbrn,CharacteristicChoice,,"A data concept for an additional characteristic of something, such as a radiation instrument, detector, or item being inspected, or a group of such characteristics.",,TRUE,TRUE,,,,cbrn:CharacteristicChoice
3.0,cbrn,CharacteristicGroup,cbrn:CharacteristicGroupType,"A set of Characteristic grouped in some manner, such as health characteristics of an instrument subsystem or detector.",cbrn:CharacteristicChoice,TRUE,FALSE,,,,cbrn:CharacteristicGroup
3.0,cbrn,CharacteristicGroupAugmentationPoint,,An augmentation point for cbrn:CharacteristicGroupType.,,TRUE,TRUE,,,,cbrn:CharacteristicGroupAugmentationPoint
3.0,cbrn,CharacteristicGroupName,cbrn:NonBlankStringType,A name of the CharacteristicGroup.,,TRUE,FALSE,,,,cbrn:CharacteristicGroupName
3.0,cbrn,CharacteristicName,cbrn:NonBlankStringType,A name of the Characteristic.,,TRUE,FALSE,,,,cbrn:CharacteristicName
3.0,cbrn,CharacteristicsAugmentationPoint,,An augmentation point for cbrn:CharacteristicsType.,,TRUE,TRUE,,,,cbrn:CharacteristicsAugmentationPoint
3.0,cbrn,CharacteristicValueDataClassCode,cbrncl:ValueDataClassCodeType,A data class of a CharacteristicValue.,,TRUE,FALSE,,,,cbrn:CharacteristicValueDataClassCode
3.0,cbrn,CharacteristicValueText,cbrn:NonBlankStringType,A value of a Characteristic.,,TRUE,FALSE,,,,cbrn:CharacteristicValueText
3.0,cbrn,CharacteristicValueUnitsText,cbrn:NonBlankStringType,A unit of measure of a CharacteristicValue.,,TRUE,FALSE,,,,cbrn:CharacteristicValueUnitsText
3.0,j,Charge,j:ChargeType,A formal allegation that a specific person has committed a specific offense.,,TRUE,FALSE,,,,j:Charge
3.0,j,ChargeAccidentRelatedIndicator,niem-xs:boolean,True if a charge is related to a traffic accident; false otherwise.,,TRUE,FALSE,,,,j:ChargeAccidentRelatedIndicator
3.0,cyfs,ChargeAdjudication,j:SentenceType,An adjudication result of  a juvenile.,,TRUE,FALSE,,,,cyfs:ChargeAdjudication
3.0,j,ChargeAgencyAssociation,j:ChargeAgencyAssociationType,An association to allow the designation of one of multiple arrest agencies as the charging agency.,,TRUE,FALSE,,,,j:ChargeAgencyAssociation
3.0,j,ChargeAgencyAssociationAugmentationPoint,,An augmentation point for ChargeAgencyAssociationType.,,TRUE,TRUE,,,,j:ChargeAgencyAssociationAugmentationPoint
3.0,j,ChargeAgencyRecordIdentification,nc:IdentificationType,"A case identification assigned by the charging agency. This element, called the Originating Case Agency number (OCA) in the III (Interstate Identification Index), can be used to enter an AFIS or Process Control Number from the arrest finge",,TRUE,FALSE,,,,j:ChargeAgencyRecordIdentification
3.0,cyfs,ChargeAllegationCategory,,"A data concept for expressing the allegation of dependency, neglect, or abuse, using either the National Child Abuse and Neglect Data System (NCANDS) codes, a local enumeration, or text.",,TRUE,TRUE,,,,cyfs:ChargeAllegationCategory
3.0,cyfs,ChargeAllegationCategoryCode,cyfs:ChargeAllegationCategoryCodeType,A code indicating NCANDS (National Child Abuse and Neglect Data System) allegation categories.,cyfs:ChargeAllegationCategory,TRUE,FALSE,,,,cyfs:ChargeAllegationCategoryCode
3.0,cyfs,ChargeAllegationCategoryText,nc:TextType,A kind of allegation of abuse or neglect.,cyfs:ChargeAllegationCategory,TRUE,FALSE,,,,cyfs:ChargeAllegationCategoryText
3.0,cyfs,ChargeAllegationLocalDescriptionText,niem-xs:string,A description of a state or local definition of an allegation.,,TRUE,FALSE,,,,cyfs:ChargeAllegationLocalDescriptionText
3.0,cyfs,ChargeAllegationReportedDate,nc:DateType,A date the allegation was reported.,,TRUE,FALSE,,,,cyfs:ChargeAllegationReportedDate
3.0,j,ChargeApplicabilityText,nc:TextType,A degree of involvement a person is being charged with committing in an offense.,,TRUE,FALSE,"A/C/S, InchoateCharge",Solicitation; Conspiracy; Attempt; Accessory Before the Fact,,j:ChargeApplicabilityText
3.0,j,ChargeArrestReasonIndicator,niem-xs:boolean,True if a charge is the reason a person was arrested; false otherwise.,,TRUE,FALSE,,,,j:ChargeArrestReasonIndicator
3.0,cyfs,ChargeAugmentation,cyfs:ChargeAugmentationType,Additional information about a charge.,j:ChargeAugmentationPoint,TRUE,FALSE,,,,cyfs:ChargeAugmentation
3.0,scr,ChargeAugmentation,scr:ChargeAugmentationType,Additional information about a charge.,j:ChargeAugmentationPoint,TRUE,FALSE,,,,scr:ChargeAugmentation
3.0,j,ChargeAugmentationPoint,,An augmentation point for ChargeType.,,TRUE,TRUE,,,,j:ChargeAugmentationPoint
3.0,j,ChargeCategory,,A data concept for a kind of charge.,,TRUE,TRUE,,,,j:ChargeCategory
3.0,scr,ChargeCategoryClassification,,A data concept for a kind of charge.,,TRUE,TRUE,,,,scr:ChargeCategoryClassification
3.0,scr,ChargeCategoryClassificationCode,scr:ChargeCategoryCodeType,A kind of charge.,scr:ChargeCategoryClassification,TRUE,FALSE,,,,scr:ChargeCategoryClassificationCode
3.0,j,ChargeCategoryCode,ndex:ChargeCategoryCodeType,A kind of charge.,j:ChargeCategory,TRUE,FALSE,,,,j:ChargeCategoryCode
3.0,j,ChargeCategoryDescriptionText,nc:TextType,A description of a crime category.,,TRUE,FALSE,,,,j:ChargeCategoryDescriptionText
3.0,j,ChargeConvictionAssociation,j:ChargeConvictionAssociationType,An association between a charge and a conviction.,,TRUE,FALSE,,,,j:ChargeConvictionAssociation
3.0,j,ChargeConvictionAssociationAugmentationPoint,,An augmentation point for ChargeConvictionAssociationType.,,TRUE,TRUE,,,,j:ChargeConvictionAssociationAugmentationPoint
3.0,j,ChargeCountQuantity,niem-xs:nonNegativeInteger,A number of times a person is charged with committing the same crime.,,TRUE,FALSE,,,,j:ChargeCountQuantity
3.0,scr,ChargeDate,nc:DateType,A date of the CHARGE,,TRUE,FALSE,,,,scr:ChargeDate
3.0,j,ChargeDegreeText,nc:TextType,A degree of a charge.,,TRUE,FALSE,,"first degree, second degree",,j:ChargeDegreeText
3.0,j,ChargeDescriptionText,nc:TextType,A plain language description of a charge.,,TRUE,FALSE,,,,j:ChargeDescriptionText
3.0,j,ChargeDisposition,j:ChargeDispositionType,A result or processing of a charge.,,TRUE,FALSE,,,,j:ChargeDisposition
3.0,j,ChargeDispositionAugmentationPoint,,An augmentation point for ChargeDispositionType.,,TRUE,TRUE,,,,j:ChargeDispositionAugmentationPoint
3.0,j,ChargeDispositionCondition,nc:ConditionType,"A requirement which, when met, represents compliance with a pre-disposition condition.",,TRUE,FALSE,,"curfew, no contact with victim, condition of release, etc.",,j:ChargeDispositionCondition
3.0,j,ChargeDispositionOtherText,nc:TextType,"An additional set of information beyond or separate from the outcome of a charge, such as the processing of a charge.",,TRUE,FALSE,,,,j:ChargeDispositionOtherText
3.0,j,ChargeDispositionSanction,j:SanctionType,A penalty ordered for a subject by a judge or a supervising agency as a result of a disposition of a charge.,,TRUE,FALSE,,,,j:ChargeDispositionSanction
3.0,j,ChargeEmploymentRelatedIndicator,niem-xs:boolean,True if a charge is related to a person's employment; false otherwise.,,TRUE,FALSE,,,,j:ChargeEmploymentRelatedIndicator
3.0,j,ChargeEnhancingAllegationCharge,j:ChargeType,"A formal allegation, contained in at least one charging instrument, that a defendant has violated a statute and/or ordinance in association with an incident.",,TRUE,FALSE,,,,j:ChargeEnhancingAllegationCharge
3.0,j,ChargeEnhancingFactor,j:ChargeEnhancingFactorType,A factor or reason that makes a charge more serious.,,TRUE,FALSE,,,,j:ChargeEnhancingFactor
3.0,j,ChargeEnhancingFactorAugmentationPoint,,An augmentation point for ChargeEnhancingFactorType.,,TRUE,TRUE,,,,j:ChargeEnhancingFactorAugmentationPoint
3.0,j,ChargeEnhancingFactorDescriptionText,nc:TextType,A description of a factor or reason that makes a charge more serious.,,TRUE,FALSE,,,,j:ChargeEnhancingFactorDescriptionText
3.0,j,ChargeEnhancingFactorReferenceDate,nc:DateType,A reference date for an enhancing charge factor or reason.,,TRUE,FALSE,,,,j:ChargeEnhancingFactorReferenceDate
3.0,j,ChargeEnhancingFactorStatusText,nc:TextType,A status of a factor or reason that makes a charge more serious.,,TRUE,FALSE,,,,j:ChargeEnhancingFactorStatusText
3.0,j,ChargeEnhancingFactorText,nc:TextType,A factor or reason that makes a charge more serious.,,TRUE,FALSE,,,,j:ChargeEnhancingFactorText
3.0,j,ChargeEnhancingPriorConviction,j:ConvictionType,A prior conviction.,,TRUE,FALSE,,,,j:ChargeEnhancingPriorConviction
3.0,j,ChargeFelonyIndicator,niem-xs:boolean,True if a charge refers to a felony offense; false otherwise.,,TRUE,FALSE,severity level,,,j:ChargeFelonyIndicator
3.0,j,ChargeFilerEntity,nc:EntityType,An entity which filed a current charge.,,TRUE,FALSE,,,,j:ChargeFilerEntity
3.0,j,ChargeFilingDate,nc:DateType,A date a charge was filed.,,TRUE,FALSE,,,,j:ChargeFilingDate
3.0,j,ChargeHighestIndicator,niem-xs:boolean,True if a charge is the most serious charge within a group of charges; false otherwise.,,TRUE,FALSE,,,,j:ChargeHighestIndicator
3.0,j,ChargeIdentification,nc:IdentificationType,"A unique identification number assigned to a particular charge by an arresting agency, prosecuting attorney, or a court for case management purposes.",,TRUE,FALSE,,,,j:ChargeIdentification
3.0,j,ChargeInstrument,nc:DocumentType,An official document filed to formally accuse a person of committing a specific offense.,,TRUE,FALSE,,,,j:ChargeInstrument
3.0,j,ChargeLegalDescriptionText,nc:TextType,A legal or formal description of a charge.,,TRUE,FALSE,,,,j:ChargeLegalDescriptionText
3.0,j,ChargeMACRDispositionText,nc:TextType,A charge disposition as reported to the Monthly Arrest and Citation Register.,,TRUE,FALSE,,,,j:ChargeMACRDispositionText
3.0,j,ChargeMACRIndicationLevelText,nc:TextType,"An indication of the level or seriousness of the charge, as reported to the Monthly Arrest and Citation Register",,TRUE,FALSE,,,,j:ChargeMACRIndicationLevelText
3.0,j,ChargeMACRJuvenileLevelText,nc:TextType,"An indication of the level or seriousness of a juvenile charge, as reported to the Monthly Arrest and Citation Register",,TRUE,FALSE,,,,j:ChargeMACRJuvenileLevelText
3.0,j,ChargeMACRStatusText,nc:TextType,"A status of a charge, as reported to the Monthly Arrest and Citation Register",,TRUE,FALSE,,,,j:ChargeMACRStatusText
3.0,j,ChargeModificationInstrument,nc:DocumentType,An official document filed to modify a charge against a person.,,TRUE,FALSE,,,,j:ChargeModificationInstrument
3.0,j,ChargeModifierEntity,nc:EntityType,An entity that modified the original charge.,,TRUE,FALSE,,,,j:ChargeModifierEntity
3.0,j,ChargeNarrative,nc:DocumentType,A document associated with a charge.,,TRUE,FALSE,,,,j:ChargeNarrative
3.0,j,ChargeNCIC,,A data concept for an offense within the National Crime Information Center (NCIC) system.,,TRUE,TRUE,,,,j:ChargeNCIC
3.0,j,ChargeNCICCode,ncic:OFFCodeType,An offense within the National Crime Information Center (NCIC) system.,j:ChargeNCIC,TRUE,FALSE,,,,j:ChargeNCICCode
3.0,j,ChargeNCICText,nc:TextType,A literal description of an offense within the National Crime Information Center (NCIC) system.,,TRUE,FALSE,,,,j:ChargeNCICText
3.0,j,ChargeOriginatorEntity,nc:EntityType,An entity that originally filed a charge or a related predecessor charge if the charge was changed later by prosecution or the court.,,TRUE,FALSE,,,This could be an attorney.  Is  often an arresting agency but may be different if a charge was added during booking or if cases are consolidated.,j:ChargeOriginatorEntity
3.0,j,ChargePlea,j:PleaType,An answer which a defendant in an action at law makes in response to a charge.,,TRUE,FALSE,,"Adult Examples: Guilty, Not Guilty. Juvenile Examples: Admit, Deny.",,j:ChargePlea
3.0,j,ChargeQualifierText,nc:TextType,An additional piece of information that clarifies a charge.,,TRUE,FALSE,,,,j:ChargeQualifierText
3.0,j,ChargeRecommendedBailAmount,nc:AmountType,A bail amount on a schedule recommended according to the charge.,,TRUE,FALSE,,,,j:ChargeRecommendedBailAmount
3.0,j,ChargeReducingFactorText,nc:TextType,A factor which may make a charge less serious or limit the penalty.,,TRUE,FALSE,,,This could be violations observed by photo-radar stations in some states.,j:ChargeReducingFactorText
3.0,it,Charges,nc:AmountType,"An aggregate cost of freight, insurance and all other costs and expenses from the foreign exit location to the entry location.",,TRUE,FALSE,,,,it:Charges
3.0,j,ChargeSanction,j:SanctionType,A sanction given to a person convicted of a charge.,,TRUE,FALSE,,,,j:ChargeSanction
3.0,scr,ChargeSectionText,nc:TextType,A text that describes the section of law applicable to the CHARGE TYPE.,,TRUE,FALSE,,,,scr:ChargeSectionText
3.0,j,ChargeSentence,j:SentenceType,A sentence given to a person convicted of a charge.,,TRUE,FALSE,,,,j:ChargeSentence
3.0,j,ChargeSentenceRangeText,nc:TextType,A standard sentence range a person charged with an offense potentially faces if convicted.,,TRUE,FALSE,,,,j:ChargeSentenceRangeText
3.0,j,ChargeSequenceID,niem-xs:string,A sequentially assigned identifier for charge tracking purposes.,,TRUE,FALSE,,,,j:ChargeSequenceID
3.0,j,ChargeSeriousViolentIndicator,niem-xs:boolean,True if a charge filed refers to a serious or violent offense; false otherwise.,,TRUE,FALSE,,,,j:ChargeSeriousViolentIndicator
3.0,j,ChargeSeverityDescriptionText,nc:TextType,"A description of the level of the offense such as Grade A Misdemeanor, Gross Misdemeanor, Aggravated Misdemeanor.  States may transmit numeric grade levels (1,2,3) or define degrees alphanumerically (A,B, C.)",,TRUE,FALSE,,,,j:ChargeSeverityDescriptionText
3.0,j,ChargeSeverityLevel,j:SeverityLevelType,A severity level of a charge.,,TRUE,FALSE,,,,j:ChargeSeverityLevel
3.0,j,ChargeSeverityText,nc:TextType,A level of severity of a charge.,,TRUE,FALSE,,Felony; Misdemeanor; Petty Misdemeanor; Other; Unknown,,j:ChargeSeverityText
