Release,TypeNamespacePrefix,TypeName,QualifiedType,ContentStyle,SimpleStyle,IsMetadata,IsAdapter,IsAugmentation,Keywords,ExampleContent,UsageInfo,Definition,SimpleTypeNamespacePrefix,SimpleTypeName,SimpleQualifiedType,ParentTypeNamespacePrefix,ParentTypeName,ParentQualifiedType
4.2,cbrncl,CaseRequestCodeType,cbrncl:CaseRequestCodeType,CSC,atomic,0,0,0,,,,A data type for a  kind of case request code,cbrncl,CaseRequestCodeSimpleType,cbrncl:CaseRequestCodeSimpleType,,,
4.2,cbrncl,CaseResponseCodeSimpleType,cbrncl:CaseResponseCodeSimpleType,S,atomic,0,0,0,,,,A data type for a  kind of case response code,xs,token,xs:token,,,
4.2,cbrncl,CaseResponseCodeType,cbrncl:CaseResponseCodeType,CSC,atomic,0,0,0,,,,A data type for a kind of case response code,cbrncl,CaseResponseCodeSimpleType,cbrncl:CaseResponseCodeSimpleType,,,
4.2,cbrncl,CaseStatusCodeSimpleType,cbrncl:CaseStatusCodeSimpleType,S,atomic,0,0,0,,,,A data type for the kinds of status states for a Case.,xs,token,xs:token,,,
4.2,cbrncl,CaseStatusCodeType,cbrncl:CaseStatusCodeType,CSC,atomic,0,0,0,,,,A data type for the kinds of status states for a Case.,cbrncl,CaseStatusCodeSimpleType,cbrncl:CaseStatusCodeSimpleType,,,
4.2,cbrncl,CaseThreatLevelCodeSimpleType,cbrncl:CaseThreatLevelCodeSimpleType,S,atomic,0,0,0,,,,A data type for a case threat level code values,xs,token,xs:token,,,
4.2,cbrncl,CaseThreatLevelCodeType,cbrncl:CaseThreatLevelCodeType,CSC,atomic,0,0,0,,,,A data type for a kind of case threat level,cbrncl,CaseThreatLevelCodeSimpleType,cbrncl:CaseThreatLevelCodeSimpleType,,,
4.2,cbrncl,CompressionCodeSimpleType,cbrncl:CompressionCodeSimpleType,S,atomic,0,0,0,,,,A data type for codes that describe the algorithm (if any) by which data has been compressed.,xs,token,xs:token,,,
4.2,cbrncl,ConfidenceCodeSimpleType,cbrncl:ConfidenceCodeSimpleType,S,atomic,0,0,0,,,,A data type that defines confidence level code values.,xs,token,xs:token,,,
4.2,cbrncl,ConfidenceCodeType,cbrncl:ConfidenceCodeType,CSC,,0,0,0,,,,A data type that defines confidence level code values.,cbrncl,ConfidenceCodeSimpleType,cbrncl:ConfidenceCodeSimpleType,,,
4.2,cbrncl,ConveyanceBoundForCodeSimpleType,cbrncl:ConveyanceBoundForCodeSimpleType,S,atomic,0,0,0,,,,A data type that defines the conveyance bound code enumerations.,xs,token,xs:token,,,
4.2,cbrncl,ConveyanceBoundForCodeType,cbrncl:ConveyanceBoundForCodeType,CSC,atomic,0,0,0,,,,A data type that defines the Conveyance bound code,cbrncl,ConveyanceBoundForCodeSimpleType,cbrncl:ConveyanceBoundForCodeSimpleType,,,
4.2,cbrncl,ConveyanceColorCodeSimpleType,cbrncl:ConveyanceColorCodeSimpleType,S,atomic,0,0,0,,,,A data type that defines the  conveyance color codes.,xs,token,xs:token,,,
4.2,cbrncl,ConveyanceColorCodeType,cbrncl:ConveyanceColorCodeType,CSC,atomic,0,0,0,,,,A data type for conveyance color codes.,cbrncl,ConveyanceColorCodeSimpleType,cbrncl:ConveyanceColorCodeSimpleType,,,
4.2,cbrncl,ConveyanceKindCodeSimpleType,cbrncl:ConveyanceKindCodeSimpleType,S,atomic,0,0,0,,,,A data type for the kinds of conveyances.,xs,token,xs:token,,,
4.2,cbrncl,ConveyanceKindCodeType,cbrncl:ConveyanceKindCodeType,CSC,atomic,0,0,0,,,,A data type for the  kind of Conveyance,cbrncl,ConveyanceKindCodeSimpleType,cbrncl:ConveyanceKindCodeSimpleType,,,
4.2,cbrncl,ConveyanceOrgRelationshipKindCodeSimpleType,cbrncl:ConveyanceOrgRelationshipKindCodeSimpleType,S,atomic,0,0,0,,,,A data type for the kinds of relationships that may exist between a conveyance and an organization.,xs,token,xs:token,,,
4.2,cbrncl,ConveyanceOrgRelationshipKindCodeType,cbrncl:ConveyanceOrgRelationshipKindCodeType,CSC,atomic,0,0,0,,,,A data type for the kinds of relationships that may exist between a conveyance and an organization.,cbrncl,ConveyanceOrgRelationshipKindCodeSimpleType,cbrncl:ConveyanceOrgRelationshipKindCodeSimpleType,,,
4.2,cbrncl,ConveyanceRelationshipKindCodeSimpleType,cbrncl:ConveyanceRelationshipKindCodeSimpleType,S,atomic,0,0,0,,,,A data type for the kinds of relationships that a conveyance can have.,xs,token,xs:token,,,
4.2,cbrncl,ConveyanceRelationshipKindCodeType,cbrncl:ConveyanceRelationshipKindCodeType,CSC,atomic,0,0,0,,,,A data type for the kinds of relationships that a conveyance can have.,cbrncl,ConveyanceRelationshipKindCodeSimpleType,cbrncl:ConveyanceRelationshipKindCodeSimpleType,,,
4.2,cbrncl,CredentialsAuthenticatedCodeSimpleType,cbrncl:CredentialsAuthenticatedCodeSimpleType,S,atomic,0,0,0,,,,A data type for the states of authentication of  credentials.,xs,token,xs:token,,,
4.2,cbrncl,CredentialsAuthenticatedCodeType,cbrncl:CredentialsAuthenticatedCodeType,CSC,atomic,0,0,0,,,,A data type for the states of authentication of  credentials.,cbrncl,CredentialsAuthenticatedCodeSimpleType,cbrncl:CredentialsAuthenticatedCodeSimpleType,,,
4.2,cbrncl,EncounterDeviceCategoryLevelCodeSimpleType,cbrncl:EncounterDeviceCategoryLevelCodeSimpleType,S,atomic,0,0,0,,,,A data type that defines the kind of encounter device category level.,xs,token,xs:token,,,
4.2,cbrncl,EncounterDeviceCategoryLevelCodeType,cbrncl:EncounterDeviceCategoryLevelCodeType,CSC,,0,0,0,,,,A data type that defines the kind of encounter device category level.,cbrncl,EncounterDeviceCategoryLevelCodeSimpleType,cbrncl:EncounterDeviceCategoryLevelCodeSimpleType,,,
4.2,cbrncl,EquationKindCodeSimpleType,cbrncl:EquationKindCodeSimpleType,S,atomic,0,0,0,,,,A data type that defines the equation type code values,xs,token,xs:token,,,
4.2,cbrncl,EquationKindCodeType,cbrncl:EquationKindCodeType,CSC,atomic,0,0,0,,,,A data type that defines the Equation type,cbrncl,EquationKindCodeSimpleType,cbrncl:EquationKindCodeSimpleType,,,
4.2,cbrncl,FacilityCategoryCodeSimpleType,cbrncl:FacilityCategoryCodeSimpleType,S,atomic,0,0,0,,,,A data type that defines the FacilityCategoryCodes,xs,token,xs:token,,,
4.2,cbrncl,FacilityCategoryCodeType,cbrncl:FacilityCategoryCodeType,CSC,atomic,0,0,0,,,,A data type for the categories of facilities.,cbrncl,FacilityCategoryCodeSimpleType,cbrncl:FacilityCategoryCodeSimpleType,,,
4.2,cbrncl,FacilityOperationalStatusCodeSimpleType,cbrncl:FacilityOperationalStatusCodeSimpleType,S,atomic,0,0,0,,,,A data type that defines the Facility Operational Status Codes,xs,token,xs:token,,,
4.2,cbrncl,FacilityOperationalStatusCodeType,cbrncl:FacilityOperationalStatusCodeType,CSC,atomic,0,0,0,,,,A data type for the operational states of a facility or site.,cbrncl,FacilityOperationalStatusCodeSimpleType,cbrncl:FacilityOperationalStatusCodeSimpleType,,,
4.2,cbrncl,FacilityUsageCodeSimpleType,cbrncl:FacilityUsageCodeSimpleType,S,atomic,0,0,0,,,,A data type to describe the uses of real property facilities.,xs,token,xs:token,,,
4.2,cbrncl,FacilityUsageCodeType,cbrncl:FacilityUsageCodeType,CSC,atomic,0,0,0,,,,A data type for a description of the functional usage of a facility.,cbrncl,FacilityUsageCodeSimpleType,cbrncl:FacilityUsageCodeSimpleType,,,
4.2,cbrncl,FaultSeverityCodeSimpleType,cbrncl:FaultSeverityCodeSimpleType,S,atomic,0,0,0,,,,A data type that defines the code values for the various categories of fault severity.,xs,token,xs:token,,,
4.2,cbrncl,FaultSeverityCodeType,cbrncl:FaultSeverityCodeType,CSC,atomic,0,0,0,,,,A data type for the categories of fault severity.,cbrncl,FaultSeverityCodeSimpleType,cbrncl:FaultSeverityCodeSimpleType,,,
4.2,cbrncl,GNDAOrgCodeSimpleType,cbrncl:GNDAOrgCodeSimpleType,S,atomic,0,0,0,,,,A data type for list of organizations that participate in the Global Nuclear Detection Architecture.,xs,token,xs:token,,,
4.2,cbrncl,GNDAOrgCodeType,cbrncl:GNDAOrgCodeType,CSC,atomic,0,0,0,,,,A data type for a list of organizations that participate in the Global Nuclear Detection Architecture.,cbrncl,GNDAOrgCodeSimpleType,cbrncl:GNDAOrgCodeSimpleType,,,
4.2,cbrncl,IDAcquisitionMethodCodeSimpleType,cbrncl:IDAcquisitionMethodCodeSimpleType,S,atomic,0,0,0,,,,A data type that defines the codes for the methods by which the identifier of an object can be determined.,xs,token,xs:token,,,
4.2,cbrncl,IDAcquisitionMethodCodeType,cbrncl:IDAcquisitionMethodCodeType,CSC,,0,0,0,,,,A data type for the methods by which the identifier of an object can be determined.,cbrncl,IDAcquisitionMethodCodeSimpleType,cbrncl:IDAcquisitionMethodCodeSimpleType,,,
4.2,cbrncl,ImageOrientationCodeSimpleType,cbrncl:ImageOrientationCodeSimpleType,S,atomic,0,0,0,,,,"A data type that defines the code values for the orientation of an image; i.e., portrait or landscape.",xs,token,xs:token,,,
4.2,cbrncl,ImageOrientationCodeType,cbrncl:ImageOrientationCodeType,CSC,atomic,0,0,0,,,,"A data type for the orientation of an image; i.e., portrait or landscape.",cbrncl,ImageOrientationCodeSimpleType,cbrncl:ImageOrientationCodeSimpleType,,,
4.2,cbrncl,ImagePerspectiveCodeSimpleType,cbrncl:ImagePerspectiveCodeSimpleType,S,atomic,0,0,0,,,,A data type that defines the code Values for the viewing perspectives for image multimedia data.,xs,token,xs:token,,,
4.2,cbrncl,ImagePerspectiveCodeType,cbrncl:ImagePerspectiveCodeType,CSC,atomic,0,0,0,,,,A data type for the viewing perspectives for image multimedia data.,cbrncl,ImagePerspectiveCodeSimpleType,cbrncl:ImagePerspectiveCodeSimpleType,,,
4.2,cbrncl,InspectionResolutionCodeSimpleType,cbrncl:InspectionResolutionCodeSimpleType,S,atomic,0,0,0,,,,A data type for the code values for Inspection Resolution Code,xs,token,xs:token,,,
4.2,cbrncl,InspectionResolutionCodeType,cbrncl:InspectionResolutionCodeType,CSC,atomic,0,0,0,,,,A data type that defines the Inspection Resolution Code,cbrncl,InspectionResolutionCodeSimpleType,cbrncl:InspectionResolutionCodeSimpleType,,,
4.2,cbrncl,InspectionThreatFindingCodeSimpleType,cbrncl:InspectionThreatFindingCodeSimpleType,S,atomic,0,0,0,,,,A data type that defines the code Values for the various Inspection threat findings,xs,token,xs:token,,,
4.2,cbrncl,InspectionThreatFindingCodeType,cbrncl:InspectionThreatFindingCodeType,CSC,atomic,0,0,0,,,,A data type that defines the inspection threat finding code,cbrncl,InspectionThreatFindingCodeSimpleType,cbrncl:InspectionThreatFindingCodeSimpleType,,,
4.2,cbrncl,LayerMaterialKindCodeSimpleType,cbrncl:LayerMaterialKindCodeSimpleType,S,atomic,0,0,0,,,,A data type that defines the layer material kind code values,xs,token,xs:token,,,
4.2,cbrncl,LayerMaterialKindCodeType,cbrncl:LayerMaterialKindCodeType,CSC,atomic,0,0,0,,,,A data type that defines the layer material kind code,cbrncl,LayerMaterialKindCodeSimpleType,cbrncl:LayerMaterialKindCodeSimpleType,,,
4.2,cbrncl,MapGuideBrandCodeSimpleType,cbrncl:MapGuideBrandCodeSimpleType,S,atomic,0,0,0,,,,A data type that defines the codes for the brands of map guides.,xs,token,xs:token,,,
4.2,cbrncl,MapGuideBrandCodeType,cbrncl:MapGuideBrandCodeType,CSC,atomic,0,0,0,,,,A data type for the brands of map guides.,cbrncl,MapGuideBrandCodeSimpleType,cbrncl:MapGuideBrandCodeSimpleType,,,
4.2,cbrncl,MeasuredItemIDKindCodeSimpleType,cbrncl:MeasuredItemIDKindCodeSimpleType,S,atomic,0,0,0,,,,A data type that defines the code values for Kind of identifier used for identifying a measured item.,xs,token,xs:token,,,
4.2,cbrncl,MeasuredItemIDKindCodeType,cbrncl:MeasuredItemIDKindCodeType,CSC,atomic,0,0,0,,,,A data type that defines the kind of identifier used for identifying a measured item.,cbrncl,MeasuredItemIDKindCodeSimpleType,cbrncl:MeasuredItemIDKindCodeSimpleType,,,
4.2,cbrncl,MeasuredItemKindCodeSimpleType,cbrncl:MeasuredItemKindCodeSimpleType,S,atomic,0,0,0,,,,A data type for the kinds of items being inspected for Radiation/Nuclear threats.,xs,token,xs:token,,,
4.2,cbrncl,MeasuredItemKindCodeType,cbrncl:MeasuredItemKindCodeType,CSC,atomic,0,0,0,,,,A data type that defines the measured item kind code,cbrncl,MeasuredItemKindCodeSimpleType,cbrncl:MeasuredItemKindCodeSimpleType,,,
4.2,cbrncl,MeasurementClassCodeSimpleType,cbrncl:MeasurementClassCodeSimpleType,S,atomic,0,0,0,,,,A data type that defines the code values for the classes of spectrum measurements that a radiation instrument can acquire for different kinds of radioactive sources or radiation fields.,xs,token,xs:token,,,
4.2,cbrncl,MeasurementClassCodeType,cbrncl:MeasurementClassCodeType,CSC,atomic,0,0,0,,,,A data type for the classes of spectrum measurements that a radiation instrument can acquire for different kinds of radioactive sources or radiation fields.,cbrncl,MeasurementClassCodeSimpleType,cbrncl:MeasurementClassCodeSimpleType,,,
4.2,cbrncl,MeasureUnitCategoryCodeSimpleType,cbrncl:MeasureUnitCategoryCodeSimpleType,S,atomic,0,0,0,,,,A data type that defines the measureUnitCategoryCodes,xs,token,xs:token,,,
4.2,cbrncl,MeasureUnitCategoryCodeType,cbrncl:MeasureUnitCategoryCodeType,CSC,atomic,0,0,0,,,,A data type that defines the various MeasureUnitCategoryCodes,cbrncl,MeasureUnitCategoryCodeSimpleType,cbrncl:MeasureUnitCategoryCodeSimpleType,,,
4.2,cbrncl,MeasureUnitCodeSimpleType,cbrncl:MeasureUnitCodeSimpleType,S,atomic,0,0,0,,,,A data type that defines the various MeasureUnitCodes,xs,token,xs:token,,,
4.2,cbrncl,MeasureUnitCodeType,cbrncl:MeasureUnitCodeType,CSC,atomic,0,0,0,,,,A data type that defines the various MeasureUnitCodes,cbrncl,MeasureUnitCodeSimpleType,cbrncl:MeasureUnitCodeSimpleType,,,
4.2,cbrncl,MessageKindCodeSimpleType,cbrncl:MessageKindCodeSimpleType,S,atomic,0,0,0,,,,A data type for the code values that  defines the various message kinds,xs,token,xs:token,,,
4.2,cbrncl,MessageKindCodeType,cbrncl:MessageKindCodeType,CSC,atomic,0,0,0,,,,A data type that defines the various message kinds,cbrncl,MessageKindCodeSimpleType,cbrncl:MessageKindCodeSimpleType,,,
4.2,cbrncl,MessagePriorityCodeSimpleType,cbrncl:MessagePriorityCodeSimpleType,S,atomic,0,0,0,,,,A data type the defines the various code values that defines the priority associated with a message,xs,token,xs:token,,,
4.2,cbrncl,MessagePriorityCodeType,cbrncl:MessagePriorityCodeType,CSC,atomic,0,0,0,,,,A data type that defines the priority associated with a message,cbrncl,MessagePriorityCodeSimpleType,cbrncl:MessagePriorityCodeSimpleType,,,
4.2,cbrncl,MessageStatusCodeSimpleType,cbrncl:MessageStatusCodeSimpleType,S,atomic,0,0,0,,,,A data type that defines the various code values for  data types that defines the status of a message,xs,token,xs:token,,,
4.2,cbrncl,MessageStatusCodeType,cbrncl:MessageStatusCodeType,CSC,,0,0,0,,,,A data type that defines the status of a message.,cbrncl,MessageStatusCodeSimpleType,cbrncl:MessageStatusCodeSimpleType,,,
4.2,cbrncl,MIMEContentCodeSimpleType,cbrncl:MIMEContentCodeSimpleType,S,atomic,0,0,0,,,,"A data type for the kinds of MIME content and their file extension, as published by the Internet Assigned Numbers Authority (IANA.org).",xs,token,xs:token,,,
4.2,cbrncl,MIMEContentCodeType,cbrncl:MIMEContentCodeType,CSC,atomic,0,0,0,,,,A data type that defines the various MIME Content Code,cbrncl,MIMEContentCodeSimpleType,cbrncl:MIMEContentCodeSimpleType,,,
4.2,cbrncl,MIMEEncodingCodeSimpleType,cbrncl:MIMEEncodingCodeSimpleType,S,atomic,0,0,0,,,,"A data type that defines the kinds of MIME transfer encodings, as published by the Internet Assigned Numbers Authority (IANA.org).",xs,token,xs:token,,,
4.2,cbrncl,MIMEEncodingCodeType,cbrncl:MIMEEncodingCodeType,CSC,atomic,0,0,0,,,,A data type that defines the various MIME Encoding Code,cbrncl,MIMEEncodingCodeSimpleType,cbrncl:MIMEEncodingCodeSimpleType,,,
4.2,cbrncl,MultimediaDeviceCategoryCodeSimpleType,cbrncl:MultimediaDeviceCategoryCodeSimpleType,S,atomic,0,0,0,,,,A data type that defines the code values for  the kind of devices that can record multimedia data.,xs,token,xs:token,,,
4.2,cbrncl,MultimediaDeviceCategoryCodeType,cbrncl:MultimediaDeviceCategoryCodeType,CSC,atomic,0,0,0,,,,A data type for the kind of devices that can record multimedia data.,cbrncl,MultimediaDeviceCategoryCodeSimpleType,cbrncl:MultimediaDeviceCategoryCodeSimpleType,,,
4.2,cbrncl,PackagingFormCodeSimpleType,cbrncl:PackagingFormCodeSimpleType,S,atomic,0,0,0,,,,A data type that defines the various PackagingFormCodes,xs,token,xs:token,,,
4.2,cbrncl,PackagingFormCodeType,cbrncl:PackagingFormCodeType,CSC,atomic,0,0,0,,,,A data type that defines the various PackagingFormCodes,cbrncl,PackagingFormCodeSimpleType,cbrncl:PackagingFormCodeSimpleType,,,
4.2,cbrncl,PhotonSourceCodeSimpleType,cbrncl:PhotonSourceCodeSimpleType,S,atomic,0,0,0,,,,A data type that defines the various code values for the Photon source code,xs,token,xs:token,,,
4.2,cbrncl,PhotonSourceCodeType,cbrncl:PhotonSourceCodeType,CSC,atomic,0,0,0,,,,A data type that defines the various photon source code,cbrncl,PhotonSourceCodeSimpleType,cbrncl:PhotonSourceCodeSimpleType,,,
4.2,cbrncl,RadAlarmCategoryCodeSimpleType,cbrncl:RadAlarmCategoryCodeSimpleType,S,atomic,0,0,0,,,,A data type that defines the various code values for the categories of alarms.,xs,token,xs:token,,,
4.2,cbrncl,RadAlarmCategoryCodeType,cbrncl:RadAlarmCategoryCodeType,CSC,atomic,0,0,0,,,,A data type for the categories of alarms.,cbrncl,RadAlarmCategoryCodeSimpleType,cbrncl:RadAlarmCategoryCodeSimpleType,,,
4.2,cbrncl,RadDetectorCategoryCodeSimpleType,cbrncl:RadDetectorCategoryCodeSimpleType,S,atomic,0,0,0,,,,A data type that defines the various code values for the categories of radiation detectors based on the type of particles and/or photon emission that can be detect from a radiological or nuclear substance.,xs,token,xs:token,,,
4.2,cbrncl,RadDetectorCategoryCodeType,cbrncl:RadDetectorCategoryCodeType,CSC,atomic,0,0,0,,,,A data type for the categories of radiation detectors based on the type of particles and/or photon emission that can be detect from a radiological or nuclear substance.,cbrncl,RadDetectorCategoryCodeSimpleType,cbrncl:RadDetectorCategoryCodeSimpleType,,,
4.2,cbrncl,RadDetectorKindCodeSimpleType,cbrncl:RadDetectorKindCodeSimpleType,S,atomic,0,0,0,,,,A data type that defines the various code values for the kinds of radiation detectors that may compose a radiation instrument.,xs,token,xs:token,,,
4.2,cbrncl,RadDetectorKindCodeType,cbrncl:RadDetectorKindCodeType,CSC,atomic,0,0,0,,,,A data type for the kinds of radiation detectors that may compose a radiation instrument.,cbrncl,RadDetectorKindCodeSimpleType,cbrncl:RadDetectorKindCodeSimpleType,,,
4.2,cbrncl,RadInstrumentClassCodeSimpleType,cbrncl:RadInstrumentClassCodeSimpleType,S,atomic,0,0,0,,,,A data type that defines the various code values for the classes of radiation detection instruments based on type and use.,xs,token,xs:token,,,
4.2,cbrncl,RadInstrumentClassCodeType,cbrncl:RadInstrumentClassCodeType,CSC,atomic,0,0,0,,,,A data type for the classes of radiation detection instruments based on type and use.,cbrncl,RadInstrumentClassCodeSimpleType,cbrncl:RadInstrumentClassCodeSimpleType,,,
4.2,cbrncl,RadInstrumentModeCodeSimpleType,cbrncl:RadInstrumentModeCodeSimpleType,S,atomic,0,0,0,,,,A data type that defines the various code values  for the operating modes of a radiation detection instrument.,xs,token,xs:token,,,
4.2,cbrncl,RadInstrumentModeCodeType,cbrncl:RadInstrumentModeCodeType,CSC,atomic,0,0,0,,,,A data type for the operating modes of a radiation detection instrument.,cbrncl,RadInstrumentModeCodeSimpleType,cbrncl:RadInstrumentModeCodeSimpleType,,,
4.2,cbrncl,RadionuclideCodeSimpleType,cbrncl:RadionuclideCodeSimpleType,S,atomic,0,0,0,,,,"A data type for the kinds of radionuclides. Reference CFR 172.101, Appendix A, Table 2.",xs,token,xs:token,,,
4.2,cbrncl,RadionuclideCodeType,cbrncl:RadionuclideCodeType,CSC,atomic,0,0,0,,,,"A data type for the kinds of radionuclides. Reference CFR 172.101, Appendix A, Table 2.",cbrncl,RadionuclideCodeSimpleType,cbrncl:RadionuclideCodeSimpleType,,,
4.2,cbrncl,ReachbackRecommendationCodeSimpleType,cbrncl:ReachbackRecommendationCodeSimpleType,S,atomic,0,0,0,,,,A data type that defines the variuos code values for the various Reachback Recommnedation.,xs,token,xs:token,,,
4.2,cbrncl,ReachbackRecommendationCodeType,cbrncl:ReachbackRecommendationCodeType,CSC,atomic,0,0,0,,,,A data type that defines the various Reachback Recommnedation Code,cbrncl,ReachbackRecommendationCodeSimpleType,cbrncl:ReachbackRecommendationCodeSimpleType,,,
4.2,cbrncl,ReachbackRequestCodeSimpleType,cbrncl:ReachbackRequestCodeSimpleType,S,atomic,0,0,0,,,,A data type that defines the various code values for Reachback Request,xs,token,xs:token,,,
4.2,cbrncl,ReachbackRequestCodeType,cbrncl:ReachbackRequestCodeType,CSC,atomic,0,0,0,,,,A data type that defines the various reachback Request Code,cbrncl,ReachbackRequestCodeSimpleType,cbrncl:ReachbackRequestCodeSimpleType,,,
4.2,cbrncl,RequestScopeCodeSimpleType,cbrncl:RequestScopeCodeSimpleType,S,atomic,0,0,0,,,,A data type that defines the various code values for Request Scope.,xs,token,xs:token,,,
4.2,cbrncl,RequestScopeCodeType,cbrncl:RequestScopeCodeType,CSC,atomic,0,0,0,,,,A data type that defines the various Request Scope Code values,cbrncl,RequestScopeCodeSimpleType,cbrncl:RequestScopeCodeSimpleType,,,
4.2,cbrncl,ScanQualityCodeSimpleType,cbrncl:ScanQualityCodeSimpleType,S,atomic,0,0,0,,,,"A data type for the quality of the data collected by an encounter device in performing a scan of an item of interest, as perceived by the operator.",xs,token,xs:token,,,
4.2,cbrncl,ScanQualityCodeType,cbrncl:ScanQualityCodeType,CSC,atomic,0,0,0,,,,"A data type for the quality of the data collected by an encounter device in performing a scan of an item of interest, as perceived by the operator.",cbrncl,ScanQualityCodeSimpleType,cbrncl:ScanQualityCodeSimpleType,,,
4.2,cbrncl,SealIntactStatusCodeSimpleType,cbrncl:SealIntactStatusCodeSimpleType,S,atomic,0,0,0,,,,A data type that defines the various SealIntactStatusCodes,xs,token,xs:token,,,
4.2,cbrncl,SealIntactStatusCodeType,cbrncl:SealIntactStatusCodeType,CSC,atomic,0,0,0,,,,A data type for the states of a seal that has been applied to a cargo container.,cbrncl,SealIntactStatusCodeSimpleType,cbrncl:SealIntactStatusCodeSimpleType,,,
4.2,cbrncl,SealVerificationStatusCodeSimpleType,cbrncl:SealVerificationStatusCodeSimpleType,S,atomic,0,0,0,,,,A data type that defines the various sealVerificationStatusCodes,xs,token,xs:token,,,
4.2,cbrncl,SealVerificationStatusCodeType,cbrncl:SealVerificationStatusCodeType,CSC,atomic,0,0,0,,,,A data type for the verification states of a seal.,cbrncl,SealVerificationStatusCodeSimpleType,cbrncl:SealVerificationStatusCodeSimpleType,,,
4.2,cbrncl,SecondaryInspectionKindCodeSimpleType,cbrncl:SecondaryInspectionKindCodeSimpleType,S,atomic,0,0,0,,,,A data type that defines the various code values for Secondary Inspection Kind.,xs,token,xs:token,,,
4.2,cbrncl,SecondaryInspectionKindCodeType,cbrncl:SecondaryInspectionKindCodeType,CSC,atomic,0,0,0,,,,A data type that defines the various Secondary Inspection Kind Code,cbrncl,SecondaryInspectionKindCodeSimpleType,cbrncl:SecondaryInspectionKindCodeSimpleType,,,
4.2,cbrncl,SecondaryInspectionReferralReasonCodeSimpleType,cbrncl:SecondaryInspectionReferralReasonCodeSimpleType,S,atomic,0,0,0,,,,A data type that defines the variuos code values for Secondary Inspection Referral Reason,xs,token,xs:token,,,
4.2,cbrncl,SecondaryInspectionReferralReasonCodeType,cbrncl:SecondaryInspectionReferralReasonCodeType,CSC,atomic,0,0,0,,,,A data type that defines the secondary Inspection Referral Reason Code,cbrncl,SecondaryInspectionReferralReasonCodeSimpleType,cbrncl:SecondaryInspectionReferralReasonCodeSimpleType,,,
4.2,cbrncl,ShapeCodeSimpleType,cbrncl:ShapeCodeSimpleType,S,atomic,0,0,0,,,,A data type the defines the various shape codes,xs,token,xs:token,,,
4.2,cbrncl,ShapeCodeType,cbrncl:ShapeCodeType,CSC,atomic,0,0,0,,,,A data type that defines the various shape codes,cbrncl,ShapeCodeSimpleType,cbrncl:ShapeCodeSimpleType,,,
4.2,cbrncl,SourceGeometryCodeSimpleType,cbrncl:SourceGeometryCodeSimpleType,S,atomic,0,0,0,,,,A data type that defines the various code values  for the configurations that describe the geometry of a radiation source.,xs,token,xs:token,,,
4.2,cbrncl,SourceGeometryCodeType,cbrncl:SourceGeometryCodeType,CSC,atomic,0,0,0,,,,A data type for the configurations that describe the geometry of a radiation source.,cbrncl,SourceGeometryCodeSimpleType,cbrncl:SourceGeometryCodeSimpleType,,,
4.2,cbrncl,SystemOperatingModeCodeSimpleType,cbrncl:SystemOperatingModeCodeSimpleType,S,atomic,0,0,0,,,,A data type for the operating modes of a system.,xs,token,xs:token,,,
4.2,cbrncl,SystemOperatingModeCodeType,cbrncl:SystemOperatingModeCodeType,CSC,atomic,0,0,0,,,,A data type for the operating modes of a system.,cbrncl,SystemOperatingModeCodeSimpleType,cbrncl:SystemOperatingModeCodeSimpleType,,,
4.2,cbrncl,TemperatureUnitCodeSimpleType,cbrncl:TemperatureUnitCodeSimpleType,S,atomic,0,0,0,,,,A data type that defines the various temperature unit codes,xs,token,xs:token,,,
4.2,cbrncl,TemperatureUnitCodeType,cbrncl:TemperatureUnitCodeType,CSC,atomic,0,0,0,,,,A data type that defines the various temperature unit codes,cbrncl,TemperatureUnitCodeSimpleType,cbrncl:TemperatureUnitCodeSimpleType,,,
4.2,cbrncl,ThreatLevelDeterminationCodeSimpleType,cbrncl:ThreatLevelDeterminationCodeSimpleType,S,atomic,0,0,0,,,,A data type that defines the various code values for threat Level Determination,xs,token,xs:token,,,
4.2,cbrncl,ThreatLevelDeterminationCodeType,cbrncl:ThreatLevelDeterminationCodeType,CSC,atomic,0,0,0,,,,A data type that defines the various code values for threat Level Determination,cbrncl,ThreatLevelDeterminationCodeSimpleType,cbrncl:ThreatLevelDeterminationCodeSimpleType,,,
4.2,cbrncl,TraversalOperatingModeCodeSimpleType,cbrncl:TraversalOperatingModeCodeSimpleType,S,atomic,0,0,0,,,,A data type for the operating modes of a traversal.,xs,token,xs:token,,,
4.2,cbrncl,TraversalOperatingModeCodeType,cbrncl:TraversalOperatingModeCodeType,CSC,atomic,0,0,0,,,,A data type that defines the various traversal Opearing ModeCode,cbrncl,TraversalOperatingModeCodeSimpleType,cbrncl:TraversalOperatingModeCodeSimpleType,,,
4.2,cbrncl,ValueDataClassCodeSimpleType,cbrncl:ValueDataClassCodeSimpleType,S,atomic,0,0,0,,,,A data type that defines the various code values for the atomic data classes available for defining the underlying data class for data elements that may be represented by string values. The data classes are a subset of the W3c data types and the derived atomic data types.,xs,token,xs:token,,,
4.2,cbrncl,ValueDataClassCodeType,cbrncl:ValueDataClassCodeType,CSC,atomic,0,0,0,,,,A data type for the atomic data classes available for defining the underlying data class for data elements that may be represented by string values. The data classes are a subset of the W3c data types and the derived atomic data types.,cbrncl,ValueDataClassCodeSimpleType,cbrncl:ValueDataClassCodeSimpleType,,,
