Release,TypeNS,TypeName,Definition,ContentStyle,SimpleQualifiedType,ParentQualifiedType,IsMetadata,IsAdapter,IsAugmentation,Keywords,ExampleContent,UsageInfo,QualifiedType
3.0,scr,FingerprintCategoryCodeType,A data type for a kind of fingerprint type.,CSC,,,FALSE,FALSE,FALSE,,,,scr:FingerprintCategoryCodeType
3.0,biom,FingerprintCoordinateType,A data type for coordinates of the bounding box for an individual finger.,CCC,,,FALSE,FALSE,FALSE,,,,biom:FingerprintCoordinateType
3.0,biom,FingerprintDeltaLocationType,A data type for a location of a delta in a fingerprint image,CCC,,,FALSE,FALSE,FALSE,,,,biom:FingerprintDeltaLocationType
3.0,biom,FingerprintFeatureLocationType,A data type for a location of a minutia or finger pattern characteristic in a fingerprint image,CCC,,,FALSE,FALSE,FALSE,,,,biom:FingerprintFeatureLocationType
3.0,biom,FingerprintFeaturesFeedbackType,A data type for supplemental proprietary values describing minutiae and related information encoded from a fingerprint image.,CCC,,,FALSE,FALSE,FALSE,,,,biom:FingerprintFeaturesFeedbackType
3.0,biom,FingerprintImageFingerMissingType,A data type for a missing finger in a fingerprint image,CCC,,,FALSE,FALSE,FALSE,,,,biom:FingerprintImageFingerMissingType
3.0,biom,FingerprintImageMajorCasePrintType,A data type for a major case fingerprint image,CCC,,,FALSE,FALSE,FALSE,,,,biom:FingerprintImageMajorCasePrintType
3.0,biom,FingerprintImageMissingAreaReasonCodeSimpleType,A data type for a reason a fingerprint is missing,S,biom:FingerprintImageMissingAreaReasonCodeType,,FALSE,FALSE,FALSE,,,,biom:FingerprintImageMissingAreaReasonCodeSimpleType
3.0,biom,FingerprintImageMissingAreaReasonCodeType,A data type for a reason a fingerprint is missing,CSC,,,FALSE,FALSE,FALSE,,,,biom:FingerprintImageMissingAreaReasonCodeType
3.0,biom,FingerprintImageSegmentPositionSquareType,A data type for a square segment position for a particular fingerprint,CCC,,,FALSE,FALSE,FALSE,,,,biom:FingerprintImageSegmentPositionSquareType
3.0,biom,FingerprintImageType,A data type for a fingerprint image,CCC,,biom:ImageType,FALSE,FALSE,FALSE,,,,biom:FingerprintImageType
3.0,scr,FingerprintImpressionCategoryCodeSimpleType,A data type for a kind of fingerprint impression.,S,,,FALSE,FALSE,FALSE,,,,scr:FingerprintImpressionCategoryCodeSimpleType
3.0,scr,FingerprintPatternCategoryCodeSimpleType,A data type for a classification of fingerprint patterns into distinct groups based on general similarities.,S,,,FALSE,FALSE,FALSE,,,,scr:FingerprintPatternCategoryCodeSimpleType
3.0,biom,FingerprintPatternGeneralClassCodeSimpleType,A data type for a class of fingerprint pattern used by most automated fingerprint information systems,S,,,FALSE,FALSE,FALSE,,,,biom:FingerprintPatternGeneralClassCodeSimpleType
3.0,biom,FingerprintPatternSubClassCodeSimpleType,A data type for a detailed subclassification of fingerprint patterns arches and whorls,S,,,FALSE,FALSE,FALSE,,,,biom:FingerprintPatternSubClassCodeSimpleType
3.0,biom,FingerprintPatternWhorlDeltaRelationshipCodeSimpleType,A data type for a relationship between a whorl and a delta in a fingerprint pattern,S,,,FALSE,FALSE,FALSE,,,,biom:FingerprintPatternWhorlDeltaRelationshipCodeSimpleType
3.0,biom,FingerprintPositionListType,A data type for a list of finger positions,CCC,,,FALSE,FALSE,FALSE,,,,biom:FingerprintPositionListType
3.0,biom,FingerViewCodeSimpleType,A data type for a kind of finger view,S,biom:FingerViewCodeType,,FALSE,FALSE,FALSE,,,,biom:FingerViewCodeSimpleType
3.0,biom,FingerViewCodeType,A data type for a kind of finger view,CSC,,,FALSE,FALSE,FALSE,,,,biom:FingerViewCodeType
3.0,j,FirearmType,"A data type for a weapon that will, or is designed to, or may readily be converted to expel a projectile by air, carbon dioxide, or the action of an explosive.",CCC,,nc:ItemType,FALSE,FALSE,FALSE,,,,j:FirearmType
3.0,scr,FlightPlanSummaryType,A data type for representing information related to a specific flight plan,CCC,,nc:DocumentType,FALSE,FALSE,FALSE,,,,scr:FlightPlanSummaryType
3.0,niem-xs,float,"A data type that is patterned after the IEEE single-precision 32-bit floating point type [IEEE 754-1985]. The basic value space of float consists of the values m x 2^e, where m is an integer whose absolute value is less than 2^24, and e is an integer between -149 and 104, inclusive. In addition to the basic value space described above, the value space of float also contains the following three special values: positive and negative infinity and not-a-number (NaN).",CSC,,,FALSE,FALSE,FALSE,,,,niem-xs:float
3.0,xs,float,"A data type that is patterned after the IEEE single-precision 32-bit floating point type [IEEE 754-1985]. The basic value space of float consists of the values m x 2^e, where m is an integer whose absolute value is less than 2^24, and e is an integer between -149 and 104, inclusive. In addition to the basic value space described above, the value space of float also contains the following three special values: positive and negative infinity and not-a-number (NaN).",S,niem-xs:float,,FALSE,FALSE,FALSE,,,,xs:float
3.0,ucr,ForceCategoryCodeSimpleType,A data type for kinds of weapons or forces used by a subject in committing an offense.,S,ucr:ForceCategoryCodeType,,FALSE,FALSE,FALSE,,,,ucr:ForceCategoryCodeSimpleType
3.0,ucr,ForceCategoryCodeType,A data type for kinds of weapons or forces used by a subject in committing an offense.,CSC,,,FALSE,FALSE,FALSE,,,,ucr:ForceCategoryCodeType
3.0,j,ForceType,"A data type for details of a force used, whether physical or aided by a tool or weapon.",CCC,,nc:ActivityType,FALSE,FALSE,FALSE,,,,j:ForceType
3.0,im,ForeignBornChildOfCitizenRoleType,A data type for the role of Foreign Born Child of Citizen that is played by a Person with respect to a Country.,CCC,,im:CitizenRoleType,FALSE,FALSE,FALSE,,,,im:ForeignBornChildOfCitizenRoleType
3.0,ndex,ForensicSpecimenCodeSimpleType,A data type for a code that identifies a type of forensic specimen collected.,S,ndex:ForensicSpecimenCodeType,,FALSE,FALSE,FALSE,,,,ndex:ForensicSpecimenCodeSimpleType
3.0,ndex,ForensicSpecimenCodeType,A data type for a code that identifies a type of forensic specimen collected.,CSC,,,FALSE,FALSE,FALSE,,,,ndex:ForensicSpecimenCodeType
3.0,j,ForensicSpecimenType,"A data type for a specimen collected for the purpose of analysis which may be of use as evidence in criminal, civil, judicial, or administrative proceedings.",CCC,,nc:SubstanceType,FALSE,FALSE,FALSE,,,,j:ForensicSpecimenType
3.0,cyfs,FosterCareFundingSourceCodeSimpleType,A data type for decribing a source for foster care funding.,S,cyfs:FosterCareFundingSourceCodeType,,FALSE,FALSE,FALSE,,,,cyfs:FosterCareFundingSourceCodeSimpleType
3.0,cyfs,FosterCareFundingSourceCodeType,A data type for decribing a source for foster care funding.,CSC,,,FALSE,FALSE,FALSE,,,,cyfs:FosterCareFundingSourceCodeType
3.0,cyfs,FosterCareRemovalReasonCodeSimpleType,A data type for reasons a child was removed from a foster care placement.,S,cyfs:FosterCareRemovalReasonCodeType,,FALSE,FALSE,FALSE,,,,cyfs:FosterCareRemovalReasonCodeSimpleType
3.0,cyfs,FosterCareRemovalReasonCodeType,A data type for reasons a child was removed from a foster care placement.,CSC,,,FALSE,FALSE,FALSE,,,,cyfs:FosterCareRemovalReasonCodeType
3.0,cyfs,FosterParentChildAssociationType,A data type for an association between a child and a foster parent.,CCC,,cyfs:ParentChildAssociationType,FALSE,FALSE,FALSE,,,,cyfs:FosterParentChildAssociationType
3.0,biom,FrictionRidgeImageMissingAreaReasonCodeSimpleType,A data type for a reason a fingerprint ridge is missing,S,biom:FrictionRidgeImageMissingAreaReasonCodeType,,FALSE,FALSE,FALSE,,,,biom:FrictionRidgeImageMissingAreaReasonCodeSimpleType
3.0,biom,FrictionRidgeImageMissingAreaReasonCodeType,A data type for a reason a fingerprint ridge is missing,CSC,,,FALSE,FALSE,FALSE,,,,biom:FrictionRidgeImageMissingAreaReasonCodeType
3.0,nc,FullTelephoneNumberType,A data type for a full telephone number.,CCC,,,FALSE,FALSE,FALSE,,,,nc:FullTelephoneNumberType
3.0,cbrn,FWHMCalibrationType,A data type for a FWHM calibration.,CCC,,cbrn:RemarksComplexObjectType,FALSE,FALSE,FALSE,,,,cbrn:FWHMCalibrationType
3.0,cbrn,FWHMKeVType,A data type for a FWHM measure whose values are positive and measured in keV.,CSC,,,FALSE,FALSE,FALSE,,,,cbrn:FWHMKeVType
3.0,cbrn,FWHMUncertaintiesKeVType,A data type for FWHM uncertaintymeasure whose values are nonnegative and measured in keV.,CSC,,cbrn:NonNegativeDoubleListType,FALSE,FALSE,FALSE,,,,cbrn:FWHMUncertaintiesKeVType
3.0,it,GoodsOriginType,A data type to identify the place of origin for the goods manufactured or produced.,CCC,,nc:LocationType,FALSE,FALSE,FALSE,,,,it:GoodsOriginType
3.0,it,GoodsShipmentType,A data type for a shipment of goods,CCC,,nc:ActivityType,FALSE,FALSE,FALSE,,,,it:GoodsShipmentType
3.0,ndex,GrainCategoryCodeSimpleType,A data type for a code that identifies a type of grain.,S,ndex:GrainCategoryCodeType,,FALSE,FALSE,FALSE,,,,ndex:GrainCategoryCodeSimpleType
3.0,ndex,GrainCategoryCodeType,A data type for a code that identifies a type of grain.,CSC,,,FALSE,FALSE,FALSE,,,,ndex:GrainCategoryCodeType
3.0,cbrn,GrossCountAnalysisResultsType,A data type to provide information on the results of analysis of radiation gross count data.,CCC,,cbrn:RemarksComplexObjectType,FALSE,FALSE,FALSE,,,,cbrn:GrossCountAnalysisResultsType
3.0,cbrn,GrossCountsType,A data type providing gross count radiation data.,CCC,,cbrn:RemarksComplexObjectType,FALSE,FALSE,FALSE,,,,cbrn:GrossCountsType
3.0,niem-xs,gYear,A data type for a Gregorian calendar year with the format CCYY.,CSC,,,FALSE,FALSE,FALSE,,,,niem-xs:gYear
3.0,xs,gYear,A data type for a Gregorian calendar year with the format CCYY.,S,niem-xs:gYear,,FALSE,FALSE,FALSE,,,,xs:gYear
3.0,niem-xs,gYearMonth,A data type for a specific gregorian month in a specific gregorian year.,CSC,,,FALSE,FALSE,FALSE,,,,niem-xs:gYearMonth
3.0,xs,gYearMonth,A data type for a specific gregorian month in a specific gregorian year.,S,niem-xs:gYearMonth,,FALSE,FALSE,FALSE,,,,xs:gYearMonth
3.0,ncic,HAICodeSimpleType,A data type for Hair Color.,S,ncic:HAICodeType,,FALSE,FALSE,FALSE,,,,ncic:HAICodeSimpleType
3.0,ncic,HAICodeType,A data type for Hair Color.,CSC,,,FALSE,FALSE,FALSE,,,,ncic:HAICodeType
3.0,biom,HairColorCodeSimpleType,A data type for a hair color,S,biom:HairColorCodeType,,FALSE,FALSE,FALSE,,,,biom:HairColorCodeSimpleType
3.0,biom,HairColorCodeType,A data type for a hair color,CSC,,,FALSE,FALSE,FALSE,,,,biom:HairColorCodeType
3.0,edxl-have,HaveAdapterType,"A data type for EDXL-HAVE which specifies an XML document format that allows the communication of the status of a hospital, its services, and its resources.",CCC,,,FALSE,TRUE,FALSE,,,,edxl-have:HaveAdapterType
3.0,it,HazardousMaterialDataType,"A data type providing details of a hazardous material; i.e., a Substance Type that may cause harm.",CCC,,nc:SubstanceType,FALSE,FALSE,FALSE,,,,it:HazardousMaterialDataType
3.0,mmucc,HazMatCargoReleaseCodeSimpleType,A data type for an indication that a motor vehicle had a hazardous materials placard as required by federal/state regulations.,S,mmucc:HazMatCargoReleaseCodeType,,FALSE,FALSE,FALSE,,,Hazardous materials that were released from the cargo compartment should be documented whether or not the motor vehicle displayed a placard.,mmucc:HazMatCargoReleaseCodeSimpleType
3.0,mmucc,HazMatCargoReleaseCodeType,A data type for an indication that a motor vehicle had a hazardous materials placard as required by federal/state regulations.,CSC,,,FALSE,FALSE,FALSE,,,Hazardous materials that were released from the cargo compartment should be documented whether or not the motor vehicle displayed a placard.,mmucc:HazMatCargoReleaseCodeType
3.0,ansi_d20,HazMatCodeSimpleType,A data type for whether a driver was operating a vehicle carrying hazardous materials.,S,ansi_d20:HazMatCodeType,,FALSE,FALSE,FALSE,,,,ansi_d20:HazMatCodeSimpleType
3.0,ansi_d20,HazMatCodeType,A data type for whether a driver was operating a vehicle carrying hazardous materials.,CSC,,,FALSE,FALSE,FALSE,,,,ansi_d20:HazMatCodeType
3.0,m,HazmatDeclarationType,A data type for a declaration of hazardous materials within transported goods.,CCC,,,FALSE,FALSE,FALSE,,,,m:HazmatDeclarationType
3.0,mmucc,HazMatPlacardDisplayStatusCodeSimpleType,A data type for an indication that a motor vehicle had displayed a hazardous materials placard as required by federal/state regulations.,S,mmucc:HazMatPlacardDisplayStatusCodeType,,FALSE,FALSE,FALSE,,,,mmucc:HazMatPlacardDisplayStatusCodeSimpleType
3.0,mmucc,HazMatPlacardDisplayStatusCodeType,A data type for an indication that a motor vehicle had displayed a hazardous materials placard as required by federal/state regulations.,CSC,,,FALSE,FALSE,FALSE,,,,mmucc:HazMatPlacardDisplayStatusCodeType
3.0,j,HazMatPlacardSuffixTextSimpleType,A data type for a placard number from bottom of diamond.,S,j:HazMatPlacardSuffixTextType,,FALSE,FALSE,FALSE,,,1 digit.,j:HazMatPlacardSuffixTextSimpleType
3.0,j,HazMatPlacardSuffixTextType,A data type for a placard number from bottom of diamond.,CSC,,,FALSE,FALSE,FALSE,,,1 digit.,j:HazMatPlacardSuffixTextType
3.0,hazmat,HazmatUNCodeSimpleType,A data type for a United Nations/North American (UN/NA) Hazardous Materials Code pertaining to a hazardous material.,S,hazmat:HazmatUNCodeType,,FALSE,FALSE,FALSE,,,,hazmat:HazmatUNCodeSimpleType
3.0,hazmat,HazmatUNCodeType,A data type for a United Nations/North American (UN/NA) Hazardous Materials Code pertaining to a hazardous material.,CSC,,,FALSE,FALSE,FALSE,,,,hazmat:HazmatUNCodeType
3.0,cyfs,HealthDetailsType,"A data type for the details about a person's mental health, substance abuse, medical health and medications.",CCC,,,FALSE,FALSE,FALSE,,,,cyfs:HealthDetailsType
3.0,cyfs,HealthInsuranceType,A data type for health insurance information.,CCC,,nc:InsuranceType,FALSE,FALSE,FALSE,,,,cyfs:HealthInsuranceType
3.0,cyfs,HearingCategoryCodeSimpleType,A data type for the type of hearing that is going to take place.,S,cyfs:HearingCategoryCodeType,,FALSE,FALSE,FALSE,,,,cyfs:HearingCategoryCodeSimpleType
3.0,cyfs,HearingCategoryCodeType,A data type for the type of hearing that is going to take place.,CSC,,,FALSE,FALSE,FALSE,,,,cyfs:HearingCategoryCodeType
3.0,niem-xs,hexBinary,A data type for hex-encoded binary data.,CSC,,,FALSE,FALSE,FALSE,,,,niem-xs:hexBinary
3.0,xs,hexBinary,A data type for hex-encoded binary data.,S,niem-xs:hexBinary,,FALSE,FALSE,FALSE,,,,xs:hexBinary
3.0,nc,HighwayType,A data type for a major public road.,CCC,,,FALSE,FALSE,FALSE,,,,nc:HighwayType
3.0,cyfs,HistoricalNarrativeType,A data type for the history of a participant of a case.,CCC,,,FALSE,FALSE,FALSE,,,,cyfs:HistoricalNarrativeType
3.0,mmucc,HitAndRunCodeSimpleType,"A data type for cases where the vehicle, or the driver of the vehicle, in transport is a contact vehicle in the crash and departs the scene without stopping to render aid or report the crash.",S,mmucc:HitAndRunCodeType,,FALSE,FALSE,FALSE,,,,mmucc:HitAndRunCodeSimpleType
3.0,mmucc,HitAndRunCodeType,"A data type for cases where the vehicle, or the driver of the vehicle, in transport is a contact vehicle in the crash and departs the scene without stopping to render aid or report the crash.",CSC,,,FALSE,FALSE,FALSE,,,,mmucc:HitAndRunCodeType
3.0,em,HospitalBedCapacityStatusType,A data type for the hospital bed capacity and status.,CCC,,,FALSE,FALSE,FALSE,,,,em:HospitalBedCapacityStatusType
3.0,em,HospitalFacilityStatusType,A data type for the status of the facility,CCC,,,FALSE,FALSE,FALSE,,,,em:HospitalFacilityStatusType
3.0,em,HospitalResourcesStatusType,A data type for the operations of the facility,CCC,,,FALSE,FALSE,FALSE,,,,em:HospitalResourcesStatusType
3.0,em,HospitalStatusType,A data type for reporting status of any number of hospitals.,CCC,,,FALSE,FALSE,FALSE,,,,em:HospitalStatusType
3.0,em,HospitalType,A data type for reporting status of a hospital.,CCC,,nc:OrganizationType,FALSE,FALSE,FALSE,,,,em:HospitalType
3.0,ndex,HouseholdFurnishingsCategoryCodeSimpleType,A data type for a code that identifies a type of household furnishings.,S,ndex:HouseholdFurnishingsCategoryCodeType,,FALSE,FALSE,FALSE,,,,ndex:HouseholdFurnishingsCategoryCodeSimpleType
3.0,ndex,HouseholdFurnishingsCategoryCodeType,A data type for a code that identifies a type of household furnishings.,CSC,,,FALSE,FALSE,FALSE,,,,ndex:HouseholdFurnishingsCategoryCodeType
3.0,ndex,HousewaresCategoryCodeSimpleType,A data type for a code that identifies a type of household goods.,S,ndex:HousewaresCategoryCodeType,,FALSE,FALSE,FALSE,,,,ndex:HousewaresCategoryCodeSimpleType
3.0,ndex,HousewaresCategoryCodeType,A data type for a code that identifies a type of household goods.,CSC,,,FALSE,FALSE,FALSE,,,,ndex:HousewaresCategoryCodeType
3.0,ncic,HSPCodeSimpleType,A data type for Boat Hull Shape.,S,ncic:HSPCodeType,,FALSE,FALSE,FALSE,,,,ncic:HSPCodeSimpleType
3.0,ncic,HSPCodeType,A data type for Boat Hull Shape.,CSC,,,FALSE,FALSE,FALSE,,,,ncic:HSPCodeType
3.0,ncic,HULCodeSimpleType,A data type for Boat Hull Type.,S,ncic:HULCodeType,,FALSE,FALSE,FALSE,,,,ncic:HULCodeSimpleType
3.0,ncic,HULCodeType,A data type for Boat Hull Type.,CSC,,,FALSE,FALSE,FALSE,,,,ncic:HULCodeType
3.0,im,ICEEmployeeType,A data type for the classification of the person employed by the Department of Homeland Security (DHS) Immigration and Customs Enforcement (ICE) agency.,CCC,,,FALSE,FALSE,FALSE,,,,im:ICEEmployeeType
3.0,im,ICEOfficerType,A data type for the classification of the authorized enforcement officer employed by the Department of Homeland Security (DHS) Immigration and Customs Enforcement (ICE) agency.,CCC,,,FALSE,FALSE,FALSE,,,,im:ICEOfficerType
3.0,cbrncl,IDAcquisitionMethodCodeSimpleType,A data type that defines the codes for the methods by which the identifier of an object can be determined.,S,cbrncl:IDAcquisitionMethodCodeType,,FALSE,FALSE,FALSE,,,,cbrncl:IDAcquisitionMethodCodeSimpleType
3.0,cbrncl,IDAcquisitionMethodCodeType,A data type for the methods by which the identifier of an object can be determined.,CSC,,,FALSE,FALSE,FALSE,,,,cbrncl:IDAcquisitionMethodCodeType
3.0,intel,IdentificationAugmentationType,A data type for additional information about an identification.,CCC,,,FALSE,FALSE,TRUE,,,,intel:IdentificationAugmentationType
3.0,scr,IdentificationAugmentationType,A data type that supplements Identification and is used by Screening for augmenting the Identification Type,CCC,,,FALSE,FALSE,TRUE,,,,scr:IdentificationAugmentationType
3.0,j,IdentificationCategoryCodeSimpleType,A data type for a kind of identification.,S,j:IdentificationCategoryCodeType,,FALSE,FALSE,FALSE,,,,j:IdentificationCategoryCodeSimpleType
3.0,j,IdentificationCategoryCodeType,A data type for a kind of identification.,CSC,,,FALSE,FALSE,FALSE,,,,j:IdentificationCategoryCodeType
3.0,j,IdentificationRangeType,A data type for a range of identifications.,CCC,,,FALSE,FALSE,FALSE,,,,j:IdentificationRangeType
3.0,nc,IdentificationType,A data type for a representation of an identity.,CCC,,,FALSE,FALSE,FALSE,,,,nc:IdentificationType
3.0,intel,IdentityAssociationAugmentationType,A data type for additional information about an association relating a set of identities belonging to the same actual person to each other.,CCC,,,FALSE,FALSE,TRUE,,,,intel:IdentityAssociationAugmentationType
3.0,nc,IdentityType,A data type for a set of known aspects or characteristics by which a person is defined or recognized.,CCC,,,FALSE,FALSE,FALSE,,,,nc:IdentityType
3.0,ncic,IDTCodeSimpleType,A data type for Identity Theft Type.,S,ncic:IDTCodeType,,FALSE,FALSE,FALSE,,,,ncic:IDTCodeSimpleType
3.0,ncic,IDTCodeType,A data type for Identity Theft Type.,CSC,,,FALSE,FALSE,FALSE,,,,ncic:IDTCodeType
3.0,ncic,IFSCodeSimpleType,A data type for Identification for Firearm Sales.,S,ncic:IFSCodeType,,FALSE,FALSE,FALSE,,,,ncic:IFSCodeSimpleType
3.0,ncic,IFSCodeType,A data type for Identification for Firearm Sales.,CSC,,,FALSE,FALSE,FALSE,,,,ncic:IFSCodeType
3.0,biom,ImageAugmentationType,A data type that supplements Image and specifies the additional Screening Image Information,CCC,,,FALSE,FALSE,TRUE,,,,biom:ImageAugmentationType
3.0,j,ImageAugmentationType,A data type for additional information about an image.,CCC,,,FALSE,FALSE,TRUE,,,,j:ImageAugmentationType
3.0,biom,ImageCaptureAugmentationType,A data type that supplements Image Capture and specifies the additional Screening Image Capture Information,CCC,,,FALSE,FALSE,TRUE,,,,biom:ImageCaptureAugmentationType
3.0,biom,ImageCaptureType,"A data type for a set of information regarding the captured (e.g., scanned) image",CCC,,,FALSE,FALSE,FALSE,,,,biom:ImageCaptureType
3.0,biom,ImageCompressionAlgorithmCodeSimpleType,A data type for an image compression algorithm,S,biom:ImageCompressionAlgorithmCodeType,,FALSE,FALSE,FALSE,,,,biom:ImageCompressionAlgorithmCodeSimpleType
3.0,biom,ImageCompressionAlgorithmCodeType,A data type for an image compression algorithm,CSC,,,FALSE,FALSE,FALSE,,,,biom:ImageCompressionAlgorithmCodeType
3.0,biom,ImageDistortionCategoryCodeSimpleType,A data type for a kind of distortion in an image,S,biom:ImageDistortionCategoryCodeType,,FALSE,FALSE,FALSE,,,,biom:ImageDistortionCategoryCodeSimpleType
3.0,biom,ImageDistortionCategoryCodeType,A data type for a kind of distortion in an image,CSC,,,FALSE,FALSE,FALSE,,,,biom:ImageDistortionCategoryCodeType
3.0,biom,ImageDistortionMeasurementCodeSimpleType,"A data type for a manner in which distortion in an image was measured, i.e. whether it was estimated or calculated",S,biom:ImageDistortionMeasurementCodeType,,FALSE,FALSE,FALSE,,,,biom:ImageDistortionMeasurementCodeSimpleType
3.0,biom,ImageDistortionMeasurementCodeType,"A data type for a manner in which distortion in an image was measured, i.e. whether it was estimated or calculated",CSC,,,FALSE,FALSE,FALSE,,,,biom:ImageDistortionMeasurementCodeType
3.0,biom,ImageDistortionSeverityCodeSimpleType,A data type for a severity of distortion in an image,S,biom:ImageDistortionSeverityCodeType,,FALSE,FALSE,FALSE,,,,biom:ImageDistortionSeverityCodeSimpleType
3.0,biom,ImageDistortionSeverityCodeType,A data type for a severity of distortion in an image,CSC,,,FALSE,FALSE,FALSE,,,,biom:ImageDistortionSeverityCodeType
3.0,biom,ImageDistortionType,A data type for a distortion in an image,CCC,,,FALSE,FALSE,FALSE,,,,biom:ImageDistortionType
3.0,scr,ImageFeatureExtractionType,A data type that specifies details of the image extraction,CCC,,,FALSE,FALSE,FALSE,,,,scr:ImageFeatureExtractionType
3.0,biom,ImageFeatureVertexQuantitySimpleType,A data type for a number of coordinate points in an image polyline or polygon,S,biom:ImageFeatureVertexQuantityType,,FALSE,FALSE,FALSE,,,,biom:ImageFeatureVertexQuantitySimpleType
3.0,biom,ImageFeatureVertexQuantityType,A data type for a number of coordinate points in an image polyline or polygon,CSC,,,FALSE,FALSE,FALSE,,,,biom:ImageFeatureVertexQuantityType
3.0,cbrn,ImageFileType,A Data type to capture the Image file Type,CCC,,cbrn:DataFileType,FALSE,FALSE,FALSE,,,,cbrn:ImageFileType
3.0,biom,ImageHashValueSimpleType,"A data type for a hash value computed from a binary object, like an image",S,biom:ImageHashValueType,,FALSE,FALSE,FALSE,,,,biom:ImageHashValueSimpleType
3.0,biom,ImageHashValueType,"A data type for a hash value computed from a binary object, like an image",CSC,,,FALSE,FALSE,FALSE,,,,biom:ImageHashValueType
3.0,biom,ImageOcclusionCategoryCodeSimpleType,A data type for a kind of blockage in an image,S,biom:ImageOcclusionCategoryCodeType,,FALSE,FALSE,FALSE,,,,biom:ImageOcclusionCategoryCodeSimpleType
3.0,biom,ImageOcclusionCategoryCodeType,A data type for a kind of blockage in an image,CSC,,,FALSE,FALSE,FALSE,,,,biom:ImageOcclusionCategoryCodeType
3.0,biom,ImageOcclusionOpacityCodeSimpleType,A data type for an opacity of a blockage in an image,S,biom:ImageOcclusionOpacityCodeType,,FALSE,FALSE,FALSE,,,,biom:ImageOcclusionOpacityCodeSimpleType
3.0,biom,ImageOcclusionOpacityCodeType,A data type for an opacity of a blockage in an image,CSC,,,FALSE,FALSE,FALSE,,,,biom:ImageOcclusionOpacityCodeType
3.0,biom,ImageOrientationCodeSimpleType,A data type for an image orientation,S,biom:ImageOrientationCodeType,,FALSE,FALSE,FALSE,,,,biom:ImageOrientationCodeSimpleType
3.0,cbrncl,ImageOrientationCodeSimpleType,"A data type that defines the code values for the orientation of an image; i.e., portrait or landscape.",S,cbrncl:ImageOrientationCodeType,,FALSE,FALSE,FALSE,,,,cbrncl:ImageOrientationCodeSimpleType
3.0,biom,ImageOrientationCodeType,A data type for an image orientation,CSC,,,FALSE,FALSE,FALSE,,,,biom:ImageOrientationCodeType
3.0,cbrncl,ImageOrientationCodeType,"A data type for the orientation of an image; i.e., portrait or landscape.",CSC,,,FALSE,FALSE,FALSE,,,,cbrncl:ImageOrientationCodeType
3.0,cbrncl,ImagePerspectiveCodeSimpleType,A data type that defines the code Values for the viewing perspectives for image multimedia data.,S,cbrncl:ImagePerspectiveCodeType,,FALSE,FALSE,FALSE,,,,cbrncl:ImagePerspectiveCodeSimpleType
3.0,cbrncl,ImagePerspectiveCodeType,A data type for the viewing perspectives for image multimedia data.,CSC,,,FALSE,FALSE,FALSE,,,,cbrncl:ImagePerspectiveCodeType
3.0,core_misc,ImagePoseCodeSimpleType,A data type for angles of an entitys pose in a photograph.,S,core_misc:ImagePoseCodeType,,FALSE,FALSE,FALSE,,,,core_misc:ImagePoseCodeSimpleType
3.0,core_misc,ImagePoseCodeType,A data type for angles of an entitys pose in a photograph.,CSC,,,FALSE,FALSE,FALSE,,,,core_misc:ImagePoseCodeType
3.0,biom,ImageQualityType,A data type for a set of properties relating to image quality,CCC,,,FALSE,FALSE,FALSE,,,,biom:ImageQualityType
3.0,biom,ImageScanCategoryCodeSimpleType,A data type for a kind of image scan,S,biom:ImageScanCategoryCodeType,,FALSE,FALSE,FALSE,,,,biom:ImageScanCategoryCodeSimpleType
3.0,biom,ImageScanCategoryCodeType,A data type for a kind of image scan,CSC,,,FALSE,FALSE,FALSE,,,,biom:ImageScanCategoryCodeType
3.0,biom,ImageSegmentType,A data type for a portion of an image,CCC,,,FALSE,FALSE,FALSE,,,,biom:ImageSegmentType
3.0,biom,ImageTransformationCodeSimpleType,A data type for a kind of image transformation,S,biom:ImageTransformationCodeType,,FALSE,FALSE,FALSE,,,,biom:ImageTransformationCodeSimpleType
3.0,biom,ImageTransformationCodeType,A data type for a kind of image transformation,CSC,,,FALSE,FALSE,FALSE,,,,biom:ImageTransformationCodeType
3.0,biom,ImageType,A data type for a biometric image,CCC,,nc:ImageType,FALSE,FALSE,FALSE,,,,biom:ImageType
3.0,nc,ImageType,A data type for a picture or visual representation of something.,CCC,,nc:BinaryType,FALSE,FALSE,FALSE,,,,nc:ImageType
3.0,im,ImmigrantRoleType,A data type for the role of Immigrant that is played by a Person with respect to a Country,CCC,,im:AlienRoleType,FALSE,FALSE,FALSE,,,,im:ImmigrantRoleType
3.0,im,ImmigrationBenefitApplicationType,A data type for the type of immigration benefit being requested,CCC,,nc:ActivityType,FALSE,FALSE,FALSE,,,,im:ImmigrationBenefitApplicationType
3.0,im,ImmigrationBenefitChangeOfNonImmigrantStatusType,A data type for the immigration application data requesting change of non-immigrant status.,CCC,,im:ImmigrationBenefitApplicationType,FALSE,FALSE,FALSE,,,,im:ImmigrationBenefitChangeOfNonImmigrantStatusType
3.0,im,ImmigrationBenefitChangeOfStatusEligibilityType,A data type for a Change of Status Eligibility.,CCC,,im:ImmigrationBenefitExtendChangeStatusEligibilityType,FALSE,FALSE,FALSE,,,,im:ImmigrationBenefitChangeOfStatusEligibilityType
3.0,im,ImmigrationBenefitDeclarationType,A data type for the declarations made by an applicant when applying for an immigration benefit,CCC,,,FALSE,FALSE,FALSE,,,,im:ImmigrationBenefitDeclarationType
