Release,TypeNamespacePrefix,TypeName,QualifiedType,PropertyNamespacePrefix,PropertyName,QualifiedProperty,MinOccurs,MaxOccurs,Definition,SequenceNumber
3.1,scr,AlienDeportationType,scr:AlienDeportationType,scr,TravelDocumentRequestDate,scr:TravelDocumentRequestDate,0,unbounded,,440
3.1,scr,AlienDeportationType,scr:AlienDeportationType,scr,DesignatedCountryOfDeportationID,scr:DesignatedCountryOfDeportationID,0,unbounded,,2230
3.1,scr,AlienDeportationType,scr:AlienDeportationType,scr,EscortReasonCategory,scr:EscortReasonCategory,0,unbounded,,2240
3.1,scr,AlienDeportationType,scr:AlienDeportationType,scr,AlienDeportationAugmentationPoint,scr:AlienDeportationAugmentationPoint,0,unbounded,,9999
3.1,scr,AlienDetentionType,scr:AlienDetentionType,im,AlienCustodyCategoryDescriptionText,im:AlienCustodyCategoryDescriptionText,0,unbounded,,10
3.1,scr,AlienDetentionType,scr:AlienDetentionType,im,AlienCustodyCategoryText,im:AlienCustodyCategoryText,0,unbounded,,10
3.1,scr,AlienDetentionType,scr:AlienDetentionType,scr,MedicationText,scr:MedicationText,0,unbounded,,1200
3.1,scr,AlienDetentionType,scr:AlienDetentionType,scr,InmateNumberID,scr:InmateNumberID,0,unbounded,,1210
3.1,scr,AlienDetentionType,scr:AlienDetentionType,scr,ProjectedReleaseDate,scr:ProjectedReleaseDate,0,unbounded,,1220
3.1,scr,AlienDetentionType,scr:AlienDetentionType,scr,ReleaseReasonCategoryDescriptionText,scr:ReleaseReasonCategoryDescriptionText,0,unbounded,,1260
3.1,scr,AlienDetentionType,scr:AlienDetentionType,j,SentenceDate,j:SentenceDate,0,unbounded,,1270
3.1,scr,AlienDetentionType,scr:AlienDetentionType,scr,ReleaseReasonCategory,scr:ReleaseReasonCategory,0,unbounded,,1290
3.1,scr,AlienDetentionType,scr:AlienDetentionType,scr,AlienDetentionAugmentationPoint,scr:AlienDetentionAugmentationPoint,0,unbounded,,9999
3.1,im,AlienEncounterType,im:AlienEncounterType,im,AlienIncidentRoleDescriptionText,im:AlienIncidentRoleDescriptionText,0,unbounded,,50
3.1,im,AlienEncounterType,im:AlienEncounterType,im,AlienIncidentSequenceID,im:AlienIncidentSequenceID,0,unbounded,,60
3.1,im,AlienEncounterType,im:AlienEncounterType,im,AlienMandatoryDetentionIndicator,im:AlienMandatoryDetentionIndicator,0,unbounded,,90
3.1,im,AlienEncounterType,im:AlienEncounterType,im,AlienPhotoIndicator,im:AlienPhotoIndicator,0,unbounded,,100
3.1,im,AlienEncounterType,im:AlienEncounterType,im,AlienSmuggledIndicator,im:AlienSmuggledIndicator,0,unbounded,,110
3.1,im,AlienEncounterType,im:AlienEncounterType,im,AlienSmuggledCostAmount,im:AlienSmuggledCostAmount,0,unbounded,,120
3.1,im,AlienEncounterType,im:AlienEncounterType,im,AlienPossessSSNIndicator,im:AlienPossessSSNIndicator,0,unbounded,,130
3.1,im,AlienEncounterType,im:AlienEncounterType,im,AlienVoluntaryReturnIndicator,im:AlienVoluntaryReturnIndicator,0,unbounded,,140
3.1,im,AlienEncounterType,im:AlienEncounterType,scr,Enforcement,scr:Enforcement,0,unbounded,,150
3.1,im,AlienEncounterType,im:AlienEncounterType,im,AlienLookoutIndicator,im:AlienLookoutIndicator,0,unbounded,,190
3.1,im,AlienEncounterType,im:AlienEncounterType,im,AlienRecidivistIndicator,im:AlienRecidivistIndicator,0,unbounded,,200
3.1,im,AlienEncounterType,im:AlienEncounterType,im,AlienBorderCrossingIndicator,im:AlienBorderCrossingIndicator,0,unbounded,,210
3.1,im,AlienEncounterType,im:AlienEncounterType,im,AlienAsylumRequestIndicator,im:AlienAsylumRequestIndicator,0,unbounded,,220
3.1,im,AlienEncounterType,im:AlienEncounterType,im,AlienEncounterAugmentationPoint,im:AlienEncounterAugmentationPoint,0,unbounded,,9999
3.1,scr,AlienEntryStatusType,scr:AlienEntryStatusType,scr,EntryStatusCategory,scr:EntryStatusCategory,0,unbounded,,470
3.1,scr,AlienEntryStatusType,scr:AlienEntryStatusType,scr,AlienEntryStatusAugmentationPoint,scr:AlienEntryStatusAugmentationPoint,0,unbounded,,9999
3.1,im,AlienExchangeVisitorAdmissionType,im:AlienExchangeVisitorAdmissionType,im,BinationalCommissionTotalFundingSupportAmount,im:BinationalCommissionTotalFundingSupportAmount,0,unbounded,,10
3.1,im,AlienExchangeVisitorAdmissionType,im:AlienExchangeVisitorAdmissionType,im,AlienExchangeVisitorProgram,im:AlienExchangeVisitorProgram,0,unbounded,,20
3.1,im,AlienExchangeVisitorAdmissionType,im:AlienExchangeVisitorAdmissionType,im,FinancialInformationText,im:FinancialInformationText,0,unbounded,,30
3.1,im,AlienExchangeVisitorAdmissionType,im:AlienExchangeVisitorAdmissionType,im,InactiveStatus,im:InactiveStatus,0,unbounded,,40
3.1,im,AlienExchangeVisitorAdmissionType,im:AlienExchangeVisitorAdmissionType,im,TotalPersonalFundAmount,im:TotalPersonalFundAmount,0,unbounded,,50
3.1,im,AlienExchangeVisitorAdmissionType,im:AlienExchangeVisitorAdmissionType,im,PL94-484AmendedIndicator,im:PL94-484AmendedIndicator,0,unbounded,,60
3.1,im,AlienExchangeVisitorAdmissionType,im:AlienExchangeVisitorAdmissionType,im,SEVISStatusChangedDate,im:SEVISStatusChangedDate,0,unbounded,,70
3.1,im,AlienExchangeVisitorAdmissionType,im:AlienExchangeVisitorAdmissionType,im,SponsorReceivedUSGovernmentFundIndicator,im:SponsorReceivedUSGovernmentFundIndicator,0,unbounded,,80
3.1,im,AlienExchangeVisitorAdmissionType,im:AlienExchangeVisitorAdmissionType,im,SubjectDescriptionText,im:SubjectDescriptionText,0,unbounded,,90
3.1,im,AlienExchangeVisitorAdmissionType,im:AlienExchangeVisitorAdmissionType,im,EnrollmentApplicationSubmissionDate,im:EnrollmentApplicationSubmissionDate,0,unbounded,,100
3.1,im,AlienExchangeVisitorAdmissionType,im:AlienExchangeVisitorAdmissionType,im,EnrollmentApplicationSubmissionOfficerIdentification,im:EnrollmentApplicationSubmissionOfficerIdentification,0,unbounded,,110
3.1,im,AlienExchangeVisitorAdmissionType,im:AlienExchangeVisitorAdmissionType,im,TotalAgencyFundingSupportAmount,im:TotalAgencyFundingSupportAmount,0,unbounded,,120
3.1,im,AlienExchangeVisitorAdmissionType,im:AlienExchangeVisitorAdmissionType,im,TotalHomeGovernmentFundingSupportAmount,im:TotalHomeGovernmentFundingSupportAmount,0,unbounded,,130
3.1,im,AlienExchangeVisitorAdmissionType,im:AlienExchangeVisitorAdmissionType,im,TotalInternationalOrganizationFundingSupportAmount,im:TotalInternationalOrganizationFundingSupportAmount,0,unbounded,,140
3.1,im,AlienExchangeVisitorAdmissionType,im:AlienExchangeVisitorAdmissionType,im,TotalOtherOrganizationFundingSupportAmount,im:TotalOtherOrganizationFundingSupportAmount,0,unbounded,,150
3.1,im,AlienExchangeVisitorAdmissionType,im:AlienExchangeVisitorAdmissionType,im,TotalSponsorFundingSupportAmount,im:TotalSponsorFundingSupportAmount,0,unbounded,,160
3.1,im,AlienExchangeVisitorAdmissionType,im:AlienExchangeVisitorAdmissionType,im,TwoYearRequirementIndicator,im:TwoYearRequirementIndicator,0,unbounded,,170
3.1,im,AlienExchangeVisitorAdmissionType,im:AlienExchangeVisitorAdmissionType,im,TwoYearGovernmentFinancialSupportIndicator,im:TwoYearGovernmentFinancialSupportIndicator,0,unbounded,,180
3.1,im,AlienExchangeVisitorAdmissionType,im:AlienExchangeVisitorAdmissionType,im,TwoYearSkillsIndicator,im:TwoYearSkillsIndicator,0,unbounded,,190
3.1,im,AlienExchangeVisitorAdmissionType,im:AlienExchangeVisitorAdmissionType,im,ExchangeVisitorTerminationReason,im:ExchangeVisitorTerminationReason,0,unbounded,,370
3.1,im,AlienExchangeVisitorAdmissionType,im:AlienExchangeVisitorAdmissionType,im,ProgramBeginDate,im:ProgramBeginDate,0,unbounded,,470
3.1,im,AlienExchangeVisitorAdmissionType,im:AlienExchangeVisitorAdmissionType,im,ProgramEndDate,im:ProgramEndDate,0,unbounded,,480
3.1,im,AlienExchangeVisitorAdmissionType,im:AlienExchangeVisitorAdmissionType,im,AdmissionIdentification,im:AdmissionIdentification,0,unbounded,,1170
3.1,im,AlienExchangeVisitorAdmissionType,im:AlienExchangeVisitorAdmissionType,im,ProgramEnrolled,im:ProgramEnrolled,0,unbounded,,1180
3.1,im,AlienExchangeVisitorAdmissionType,im:AlienExchangeVisitorAdmissionType,im,SEVISPersonDependentAssociation,im:SEVISPersonDependentAssociation,0,unbounded,,1190
3.1,im,AlienExchangeVisitorAdmissionType,im:AlienExchangeVisitorAdmissionType,im,AlienExchangeVisitorAdmissionAugmentationPoint,im:AlienExchangeVisitorAdmissionAugmentationPoint,0,unbounded,,9999
3.1,im,AlienExchangeVisitorRoleType,im:AlienExchangeVisitorRoleType,scr,ExchangeVisitorCategoryDescriptionText,scr:ExchangeVisitorCategoryDescriptionText,0,unbounded,,10
3.1,im,AlienExchangeVisitorRoleType,im:AlienExchangeVisitorRoleType,im,ExchangeVisitorAdmission,im:ExchangeVisitorAdmission,0,unbounded,,10
3.1,im,AlienExchangeVisitorRoleType,im:AlienExchangeVisitorRoleType,scr,ExchangeVisitorCategoryCode,scr:ExchangeVisitorCategoryCode,0,unbounded,,10
3.1,im,AlienExchangeVisitorRoleType,im:AlienExchangeVisitorRoleType,im,AlienExchangeVisitorRoleAugmentationPoint,im:AlienExchangeVisitorRoleAugmentationPoint,0,unbounded,,9999
3.1,scr,AlienExchangeVisitorType,scr:AlienExchangeVisitorType,scr,AlienExchangeVisitorAugmentationPoint,scr:AlienExchangeVisitorAugmentationPoint,0,unbounded,,9999
3.1,im,AlienIDDetailsType,im:AlienIDDetailsType,im,AlienNumberIdentification,im:AlienNumberIdentification,0,unbounded,,10
3.1,im,AlienIDDetailsType,im:AlienIDDetailsType,im,AlienMiscellaneousNumberIdentification,im:AlienMiscellaneousNumberIdentification,0,unbounded,,40
3.1,im,AlienIDDetailsType,im:AlienIDDetailsType,im,AlienIDDetailsAugmentationPoint,im:AlienIDDetailsAugmentationPoint,0,unbounded,,9999
3.1,im,AlienMatchCandidateType,im:AlienMatchCandidateType,im,MatchCandidateRankNumeric,im:MatchCandidateRankNumeric,0,unbounded,,10
3.1,im,AlienMatchCandidateType,im:AlienMatchCandidateType,im,MatchCandidateDetainedDate,im:MatchCandidateDetainedDate,0,unbounded,,20
3.1,im,AlienMatchCandidateType,im:AlienMatchCandidateType,im,MatchCandidateLeftFingerScoreNumeric,im:MatchCandidateLeftFingerScoreNumeric,0,unbounded,,30
3.1,im,AlienMatchCandidateType,im:AlienMatchCandidateType,im,MatchCandidateStatus,im:MatchCandidateStatus,0,unbounded,,40
3.1,im,AlienMatchCandidateType,im:AlienMatchCandidateType,im,MatchCandidateOverallFingerScoreNumeric,im:MatchCandidateOverallFingerScoreNumeric,0,unbounded,,50
3.1,im,AlienMatchCandidateType,im:AlienMatchCandidateType,im,MatchCandidateOverallMatchDecisionStatusText,im:MatchCandidateOverallMatchDecisionStatusText,0,unbounded,,60
3.1,im,AlienMatchCandidateType,im:AlienMatchCandidateType,im,MatchCandidateRightFingerScoreNumeric,im:MatchCandidateRightFingerScoreNumeric,0,unbounded,,70
3.1,im,AlienMatchCandidateType,im:AlienMatchCandidateType,im,AlienMatchCandidateAugmentationPoint,im:AlienMatchCandidateAugmentationPoint,0,unbounded,,9999
3.1,im,AlienMiscellaneousNumberIDType,im:AlienMiscellaneousNumberIDType,im,AlienMiscellaneousIdentification,im:AlienMiscellaneousIdentification,0,unbounded,,10
3.1,im,AlienMiscellaneousNumberIDType,im:AlienMiscellaneousNumberIDType,im,AlienMiscellaneousNumberIDAugmentationPoint,im:AlienMiscellaneousNumberIDAugmentationPoint,0,unbounded,,9999
3.1,im,AlienRoleType,im:AlienRoleType,im,AlienFelonCategoryText,im:AlienFelonCategoryText,0,unbounded,,10
3.1,im,AlienRoleType,im:AlienRoleType,scr,EnforcementEncounter,scr:EnforcementEncounter,0,unbounded,,10
3.1,im,AlienRoleType,im:AlienRoleType,im,AlienFile,im:AlienFile,0,unbounded,,10
3.1,im,AlienRoleType,im:AlienRoleType,im,AlienCautionMedicalConditionCode,im:AlienCautionMedicalConditionCode,0,unbounded,,10
3.1,im,AlienRoleType,im:AlienRoleType,im,AlienSpecialClassCategoryText,im:AlienSpecialClassCategoryText,0,unbounded,,10
3.1,im,AlienRoleType,im:AlienRoleType,scr,AlienDetention,scr:AlienDetention,0,unbounded,,10
3.1,im,AlienRoleType,im:AlienRoleType,im,AlienAlert,im:AlienAlert,0,unbounded,,10
3.1,im,AlienRoleType,im:AlienRoleType,im,AlienMatchCandidate,im:AlienMatchCandidate,0,unbounded,,10
3.1,im,AlienRoleType,im:AlienRoleType,im,AlienIDDetails,im:AlienIDDetails,0,unbounded,,10
3.1,im,AlienRoleType,im:AlienRoleType,im,AlienFelonDescriptionText,im:AlienFelonDescriptionText,0,unbounded,,10
3.1,im,AlienRoleType,im:AlienRoleType,im,AlienEncounter,im:AlienEncounter,0,unbounded,,10
3.1,im,AlienRoleType,im:AlienRoleType,im,AlienPriorDeportationIndicator,im:AlienPriorDeportationIndicator,0,unbounded,,10
3.1,im,AlienRoleType,im:AlienRoleType,im,AlienSpecialClassCodeDescriptionText,im:AlienSpecialClassCodeDescriptionText,0,unbounded,,10
3.1,im,AlienRoleType,im:AlienRoleType,im,AlienVoluntaryReturnIndicator,im:AlienVoluntaryReturnIndicator,0,unbounded,,10
3.1,im,AlienRoleType,im:AlienRoleType,im,AlienLocation,im:AlienLocation,0,unbounded,,10
3.1,im,AlienRoleType,im:AlienRoleType,im,AlienRoleAugmentationPoint,im:AlienRoleAugmentationPoint,0,unbounded,,9999
3.1,scr,AlienStatusWhenFoundType,scr:AlienStatusWhenFoundType,scr,AlienStatusWhenFoundDescriptionText,scr:AlienStatusWhenFoundDescriptionText,0,unbounded,,540
3.1,scr,AlienStatusWhenFoundType,scr:AlienStatusWhenFoundType,scr,AlienStatusWhenFoundCategory,scr:AlienStatusWhenFoundCategory,0,unbounded,,550
3.1,scr,AlienStatusWhenFoundType,scr:AlienStatusWhenFoundType,scr,AlienStatusWhenFoundAugmentationPoint,scr:AlienStatusWhenFoundAugmentationPoint,0,unbounded,,9999
3.1,im,AlienStudentAdmissionType,im:AlienStudentAdmissionType,im,AlienStudentDisciplinaryAction,im:AlienStudentDisciplinaryAction,0,unbounded,,10
3.1,im,AlienStudentAdmissionType,im:AlienStudentAdmissionType,im,AcademicProgramText,im:AcademicProgramText,0,unbounded,,10
3.1,im,AlienStudentAdmissionType,im:AlienStudentAdmissionType,im,AcademicTermLengthQuantity,im:AcademicTermLengthQuantity,0,unbounded,,20
3.1,im,AlienStudentAdmissionType,im:AlienStudentAdmissionType,im,CampusEmploymentFundsAmount,im:CampusEmploymentFundsAmount,0,unbounded,,30
3.1,im,AlienStudentAdmissionType,im:AlienStudentAdmissionType,im,EducationLevelCommentText,im:EducationLevelCommentText,0,unbounded,,40
3.1,im,AlienStudentAdmissionType,im:AlienStudentAdmissionType,im,EnglishRequirementMetIndicator,im:EnglishRequirementMetIndicator,0,unbounded,,50
3.1,im,AlienStudentAdmissionType,im:AlienStudentAdmissionType,im,IsNewIndicator,im:IsNewIndicator,0,unbounded,,60
3.1,im,AlienStudentAdmissionType,im:AlienStudentAdmissionType,im,NextSessionStartDate,im:NextSessionStartDate,0,unbounded,,70
3.1,im,AlienStudentAdmissionType,im:AlienStudentAdmissionType,im,PresenceUnlawfulIndicator,im:PresenceUnlawfulIndicator,0,unbounded,,80
3.1,im,AlienStudentAdmissionType,im:AlienStudentAdmissionType,im,ReimbursementPaidIndicator,im:ReimbursementPaidIndicator,0,unbounded,,90
3.1,im,AlienStudentAdmissionType,im:AlienStudentAdmissionType,im,AdmissionIdentification,im:AdmissionIdentification,0,unbounded,,100
3.1,im,AlienStudentAdmissionType,im:AlienStudentAdmissionType,nc,CommentText,nc:CommentText,0,unbounded,,110
3.1,im,AlienStudentAdmissionType,im:AlienStudentAdmissionType,im,CurrentSessionEndDate,im:CurrentSessionEndDate,0,unbounded,,120
3.1,im,AlienStudentAdmissionType,im:AlienStudentAdmissionType,im,PrintedI20sQuantity,im:PrintedI20sQuantity,0,unbounded,,130
3.1,im,AlienStudentAdmissionType,im:AlienStudentAdmissionType,im,LeftCountryIndicator,im:LeftCountryIndicator,0,unbounded,,140
3.1,im,AlienStudentAdmissionType,im:AlienStudentAdmissionType,im,ProgramBeginDate,im:ProgramBeginDate,0,unbounded,,150
3.1,im,AlienStudentAdmissionType,im:AlienStudentAdmissionType,im,DependentExpensesEstimatedAmount,im:DependentExpensesEstimatedAmount,0,unbounded,,160
3.1,im,AlienStudentAdmissionType,im:AlienStudentAdmissionType,im,SchoolTermLivingExpenseTotalAmount,im:SchoolTermLivingExpenseTotalAmount,0,unbounded,,170
3.1,im,AlienStudentAdmissionType,im:AlienStudentAdmissionType,im,OtherSchoolTermExpensesText,im:OtherSchoolTermExpensesText,0,unbounded,,180
3.1,im,AlienStudentAdmissionType,im:AlienStudentAdmissionType,im,EstimatedTotalMiscellaneousSchoolTermExpenseAmount,im:EstimatedTotalMiscellaneousSchoolTermExpenseAmount,0,unbounded,,190
3.1,im,AlienStudentAdmissionType,im:AlienStudentAdmissionType,im,OtherFundsCommentText,im:OtherFundsCommentText,0,unbounded,,200
3.1,im,AlienStudentAdmissionType,im:AlienStudentAdmissionType,im,OtherFundsAmount,im:OtherFundsAmount,0,unbounded,,210
3.1,im,AlienStudentAdmissionType,im:AlienStudentAdmissionType,im,PersonalFundsAmount,im:PersonalFundsAmount,0,unbounded,,220
3.1,im,AlienStudentAdmissionType,im:AlienStudentAdmissionType,im,SchoolProvidedTermFundsCommentText,im:SchoolProvidedTermFundsCommentText,0,unbounded,,230
3.1,im,AlienStudentAdmissionType,im:AlienStudentAdmissionType,im,SchoolProvidedTermFundsAmount,im:SchoolProvidedTermFundsAmount,0,unbounded,,240
3.1,im,AlienStudentAdmissionType,im:AlienStudentAdmissionType,im,TermTuitionFeeTotalAmount,im:TermTuitionFeeTotalAmount,0,unbounded,,250
3.1,im,AlienStudentAdmissionType,im:AlienStudentAdmissionType,im,TerminationReasonText,im:TerminationReasonText,0,unbounded,,260
3.1,im,AlienStudentAdmissionType,im:AlienStudentAdmissionType,im,Termination,im:Termination,0,unbounded,,270
3.1,im,AlienStudentAdmissionType,im:AlienStudentAdmissionType,im,EducationLevelText,im:EducationLevelText,0,unbounded,,290
3.1,im,AlienStudentAdmissionType,im:AlienStudentAdmissionType,im,AuthorizationToDropBelowFullTime,im:AuthorizationToDropBelowFullTime,0,unbounded,,300
3.1,im,AlienStudentAdmissionType,im:AlienStudentAdmissionType,im,StudentEmployment,im:StudentEmployment,0,unbounded,,330
3.1,im,AlienStudentAdmissionType,im:AlienStudentAdmissionType,im,ProgramExtensionRequest,im:ProgramExtensionRequest,0,unbounded,,340
3.1,im,AlienStudentAdmissionType,im:AlienStudentAdmissionType,im,Request,im:Request,0,unbounded,,350
3.1,im,AlienStudentAdmissionType,im:AlienStudentAdmissionType,im,Transfer,im:Transfer,0,unbounded,,360
3.1,im,AlienStudentAdmissionType,im:AlienStudentAdmissionType,im,EducationLevelClassification,im:EducationLevelClassification,0,unbounded,,400
3.1,im,AlienStudentAdmissionType,im:AlienStudentAdmissionType,im,StudentTerminationClassification,im:StudentTerminationClassification,0,unbounded,,430
3.1,im,AlienStudentAdmissionType,im:AlienStudentAdmissionType,im,EducationLevelCode,im:EducationLevelCode,0,unbounded,,550
3.1,im,AlienStudentAdmissionType,im:AlienStudentAdmissionType,im,SEVISPersonDependentAssociation,im:SEVISPersonDependentAssociation,0,unbounded,,560
3.1,im,AlienStudentAdmissionType,im:AlienStudentAdmissionType,im,AlienStudentAdmissionAugmentationPoint,im:AlienStudentAdmissionAugmentationPoint,0,unbounded,,9999
3.1,im,AlienStudentAuthorizationToDropBelowFullTimeType,im:AlienStudentAuthorizationToDropBelowFullTimeType,im,AuthorizationFullResumptionDate,im:AuthorizationFullResumptionDate,0,unbounded,,10
3.1,im,AlienStudentAuthorizationToDropBelowFullTimeType,im:AlienStudentAuthorizationToDropBelowFullTimeType,im,AuthorizationDropBelowFullTimeCategoryText,im:AuthorizationDropBelowFullTimeCategoryText,0,unbounded,,20
3.1,im,AlienStudentAuthorizationToDropBelowFullTimeType,im:AlienStudentAuthorizationToDropBelowFullTimeType,im,AuthorizationF1Indicator,im:AuthorizationF1Indicator,0,unbounded,,30
3.1,im,AlienStudentAuthorizationToDropBelowFullTimeType,im:AlienStudentAuthorizationToDropBelowFullTimeType,im,AlienStudentAuthorizationToDropBelowFullTimeAugmentationPoint,im:AlienStudentAuthorizationToDropBelowFullTimeAugmentationPoint,0,unbounded,,9999
3.1,im,AlienStudentAuthorizationType,im:AlienStudentAuthorizationType,im,AuthorizationM1Indicator,im:AuthorizationM1Indicator,0,unbounded,,10
3.1,im,AlienStudentAuthorizationType,im:AlienStudentAuthorizationType,im,AlienStudentAuthorizationAugmentationPoint,im:AlienStudentAuthorizationAugmentationPoint,0,unbounded,,9999
3.1,im,AlienStudentDisciplinaryActionType,im:AlienStudentDisciplinaryActionType,im,DisciplinaryActionIdentification,im:DisciplinaryActionIdentification,0,unbounded,,10
3.1,im,AlienStudentDisciplinaryActionType,im:AlienStudentDisciplinaryActionType,im,DisciplinaryActionIndicator,im:DisciplinaryActionIndicator,0,unbounded,,20
3.1,im,AlienStudentDisciplinaryActionType,im:AlienStudentDisciplinaryActionType,im,AlienStudentDisciplinaryActionAugmentationPoint,im:AlienStudentDisciplinaryActionAugmentationPoint,0,unbounded,,9999
3.1,im,AlienStudentEmploymentType,im:AlienStudentEmploymentType,im,EmploymentOffCampusAuthorizationIndicator,im:EmploymentOffCampusAuthorizationIndicator,0,unbounded,,10
3.1,im,AlienStudentEmploymentType,im:AlienStudentEmploymentType,im,EmploymentRemarkText,im:EmploymentRemarkText,0,unbounded,,20
3.1,im,AlienStudentEmploymentType,im:AlienStudentEmploymentType,im,EmploymentTimeBasisText,im:EmploymentTimeBasisText,0,unbounded,,30
3.1,im,AlienStudentEmploymentType,im:AlienStudentEmploymentType,im,EmploymentCategoryText,im:EmploymentCategoryText,0,unbounded,,40
3.1,im,AlienStudentEmploymentType,im:AlienStudentEmploymentType,im,EmploymentDescriptionText,im:EmploymentDescriptionText,0,unbounded,,50
3.1,im,AlienStudentEmploymentType,im:AlienStudentEmploymentType,im,EmploymentTime,im:EmploymentTime,0,unbounded,,60
3.1,im,AlienStudentEmploymentType,im:AlienStudentEmploymentType,im,AlienStudentEmploymentAugmentationPoint,im:AlienStudentEmploymentAugmentationPoint,0,unbounded,,9999
3.1,im,AlienStudentProgramExtensionRequestType,im:AlienStudentProgramExtensionRequestType,im,ExtensionRequestIdentification,im:ExtensionRequestIdentification,0,unbounded,,10
3.1,im,AlienStudentProgramExtensionRequestType,im:AlienStudentProgramExtensionRequestType,im,AlienStudentProgramExtensionRequestAugmentationPoint,im:AlienStudentProgramExtensionRequestAugmentationPoint,0,unbounded,,9999
3.1,im,AlienStudentRoleType,im:AlienStudentRoleType,im,AlienStudentAdmission,im:AlienStudentAdmission,0,unbounded,,10
3.1,im,AlienStudentRoleType,im:AlienStudentRoleType,im,AlienStudentRoleAugmentationPoint,im:AlienStudentRoleAugmentationPoint,0,unbounded,,9999
3.1,nc,AmountType,nc:AmountType,nc,Amount,nc:Amount,0,unbounded,,10
3.1,nc,AmountType,nc:AmountType,nc,Currency,nc:Currency,0,unbounded,,10
3.1,nc,AmountType,nc:AmountType,nc,AmountAugmentationPoint,nc:AmountAugmentationPoint,0,unbounded,,9999
3.1,cbrn,AnalysisAlgorithmSettingType,cbrn:AnalysisAlgorithmSettingType,cbrn,AnalysisAlgorithmSettingName,cbrn:AnalysisAlgorithmSettingName,1,1,,1
3.1,cbrn,AnalysisAlgorithmSettingType,cbrn:AnalysisAlgorithmSettingType,cbrn,AnalysisAlgorithmSettingValueText,cbrn:AnalysisAlgorithmSettingValueText,1,1,,2
3.1,cbrn,AnalysisAlgorithmSettingType,cbrn:AnalysisAlgorithmSettingType,cbrn,AnalysisAlgorithmSettingUnitsText,cbrn:AnalysisAlgorithmSettingUnitsText,1,1,,3
3.1,cbrn,AnalysisAlgorithmSettingType,cbrn:AnalysisAlgorithmSettingType,cbrn,AnalysisAlgorithmSettingAugmentationPoint,cbrn:AnalysisAlgorithmSettingAugmentationPoint,0,unbounded,,9999
3.1,cbrn,AnalysisAlgorithmVersionType,cbrn:AnalysisAlgorithmVersionType,cbrn,AnalysisAlgorithmComponentName,cbrn:AnalysisAlgorithmComponentName,1,1,,1
3.1,cbrn,AnalysisAlgorithmVersionType,cbrn:AnalysisAlgorithmVersionType,cbrn,AnalysisAlgorithmComponentVersionText,cbrn:AnalysisAlgorithmComponentVersionText,1,1,,2
3.1,cbrn,AnalysisAlgorithmVersionType,cbrn:AnalysisAlgorithmVersionType,cbrn,AnalysisAlgorithmVersionAugmentationPoint,cbrn:AnalysisAlgorithmVersionAugmentationPoint,0,unbounded,,9999
3.1,cbrn,AnalysisResultsType,cbrn:AnalysisResultsType,cbrn,AnalysisStartDateTime,cbrn:AnalysisStartDateTime,0,1,,1
3.1,cbrn,AnalysisResultsType,cbrn:AnalysisResultsType,cbrn,AnalysisComputationDuration,cbrn:AnalysisComputationDuration,0,1,,2
3.1,cbrn,AnalysisResultsType,cbrn:AnalysisResultsType,cbrn,AnalysisAlgorithmName,cbrn:AnalysisAlgorithmName,0,1,,3
3.1,cbrn,AnalysisResultsType,cbrn:AnalysisResultsType,cbrn,AnalysisAlgorithmCreatorName,cbrn:AnalysisAlgorithmCreatorName,0,1,,4
3.1,cbrn,AnalysisResultsType,cbrn:AnalysisResultsType,cbrn,AnalysisAlgorithmDescriptionText,cbrn:AnalysisAlgorithmDescriptionText,0,1,,5
3.1,cbrn,AnalysisResultsType,cbrn:AnalysisResultsType,cbrn,AnalysisAlgorithmVersion,cbrn:AnalysisAlgorithmVersion,0,unbounded,,6
3.1,cbrn,AnalysisResultsType,cbrn:AnalysisResultsType,cbrn,AnalysisAlgorithmSetting,cbrn:AnalysisAlgorithmSetting,0,unbounded,,7
3.1,cbrn,AnalysisResultsType,cbrn:AnalysisResultsType,cbrn,AnalysisResultStatusCode,cbrn:AnalysisResultStatusCode,0,1,,8
3.1,cbrn,AnalysisResultsType,cbrn:AnalysisResultsType,cbrn,AnalysisConfidenceValue,cbrn:AnalysisConfidenceValue,0,1,,9
3.1,cbrn,AnalysisResultsType,cbrn:AnalysisResultsType,cbrn,AnalysisResultDescriptionText,cbrn:AnalysisResultDescriptionText,0,1,,10
3.1,cbrn,AnalysisResultsType,cbrn:AnalysisResultsType,cbrn,RadAlarm,cbrn:RadAlarm,0,unbounded,,11
3.1,cbrn,AnalysisResultsType,cbrn:AnalysisResultsType,cbrn,NuclideAnalysisResults,cbrn:NuclideAnalysisResults,0,1,,12
3.1,cbrn,AnalysisResultsType,cbrn:AnalysisResultsType,cbrn,SpectrumPeakAnalysisResults,cbrn:SpectrumPeakAnalysisResults,0,1,,13
3.1,cbrn,AnalysisResultsType,cbrn:AnalysisResultsType,cbrn,GrossCountAnalysisResults,cbrn:GrossCountAnalysisResults,0,1,,14
3.1,cbrn,AnalysisResultsType,cbrn:AnalysisResultsType,cbrn,DoseAnalysisResults,cbrn:DoseAnalysisResults,0,1,,15
3.1,cbrn,AnalysisResultsType,cbrn:AnalysisResultsType,cbrn,ExposureAnalysisResults,cbrn:ExposureAnalysisResults,0,1,,16
